Trial,Indicators,LSTM Units,Layers,Dropout,LR,Batch Size,Window Size,Forecast Window,Epochs,Dense Config,Dense Activation,RMSE,MAPE,R2,Accuracy,Profit Index
9,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.6000000000000001,0.0005,32,60,1,150,"(25, 1)",Sigmoid,0.026181588542768423,5.2613205491980235,0.9516375326517642,55.00000000000001,0.617013464699461
10,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,3,0.8,0.0005,16,60,1,100,"(25, 1)",Sigmoid,0.04374599391116912,9.605767399757813,0.8649815745572443,26.666666666666668,0.9772908371216216
11,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",16,2,0.30000000000000004,0.0005,32,60,1,150,"(16, 1)",ReLU,0.028998849022316538,5.926922884606953,0.9406695032569267,52.916666666666664,0.6462146971855283
12,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.4,0.001,32,60,1,150,"(16, 1)",ReLU,0.02641030855789342,5.592796185163476,0.9507888614394496,53.333333333333336,0.6757434273086925
13,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.4,0.0005,32,60,1,150,"(16, 1)",Sigmoid,0.02734427545114934,5.608894387024059,0.9472467399734056,52.916666666666664,0.5824516325096801
14,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.7,0.0001,64,60,1,50,"(25, 1)",ReLU,0.05119244742212627,9.902135648998692,0.81510368806799,28.749999999999996,0.8245688855805314
15,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.6000000000000001,0.001,32,60,1,100,"(16, 1)",ReLU,0.027301805705264345,5.200970731883403,0.9474104801098238,56.25,0.3869871673500707
16,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,2,0.4,0.0005,32,60,1,150,"(16, 1)",Sigmoid,0.0300164439096739,5.620297391164001,0.9364325278211185,55.00000000000001,1.0782841153495213
17,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,3,0.2,0.001,32,60,1,150,"(25, 1)",ReLU,0.024579942639577163,4.728468501447091,0.9573736454592651,58.333333333333336,0.305524484781912
18,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,3,0.2,0.0005,64,60,1,50,"(25, 1)",Sigmoid,0.05250417695695927,10.71197263000729,0.8055069116037898,28.333333333333332,0.5843581378994739
19,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,3,0.8,0.0001,16,60,1,100,"(25, 1)",Tanh,0.0305420743465574,5.657443728867426,0.934186721973483,57.08333333333333,0.8686023491254588
20,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,3,0.30000000000000004,0.001,32,60,1,150,"(25, 1)",Sigmoid,0.19662728657502435,50.408064184556146,-1.7277466734374665,1.6666666666666667,0.6228863089572263
