Indicators,Window Size,Forecast Window,R2,Accuracy,Profit Index
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,0.9001046469496734,93.33333333333333,0.8630748108470953
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,-2.8788532583681055,21.09704641350211,0.8512880792128757
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",5,1,0.9241925961422935,95.52845528455285,0.9777264061677988
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",60,1,0.8986628580269136,94.16666666666667,0.8113532623715564
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",60,30,-3.0467453533859787,21.09704641350211,0.8512880792128757
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",5,1,0.9238979875271067,95.1219512195122,0.973378829288529
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",60,1,0.9013202154593636,93.33333333333333,1.19576140387979
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",60,30,-2.6153933880717686,20.675105485232066,0.8512880792128757
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",5,1,0.9246743070560994,96.7479674796748,1.029282959508251
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",60,1,0.9004422031261989,93.33333333333333,0.8343476670466579
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",60,30,-3.283164513085967,21.09704641350211,0.8512880792128757
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",5,1,0.9240937075685707,95.1219512195122,0.9862038839214864
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",60,1,0.8973694870636884,93.33333333333333,0.8681174343510053
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",60,30,-2.773319607035515,20.253164556962027,0.8512880792128757
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",5,1,0.9242118740012835,95.52845528455285,1.0326266412432892
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",60,1,0.8986628580261276,94.16666666666667,0.8113532623715564
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",60,30,-3.046745353097582,21.09704641350211,0.8512880792128757
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",5,1,0.9238979875271051,95.1219512195122,0.973378829288529
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,1,0.9013202154604142,93.33333333333333,1.19576140387979
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,30,-2.6153933880303306,20.675105485232066,0.8512880792128757
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",5,1,0.924674307056098,96.7479674796748,1.029282959508251
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",60,1,0.9004422031275577,93.33333333333333,0.8343476670466579
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",60,30,-3.28316451326194,21.09704641350211,0.8512880792128757
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",5,1,0.9240937075685653,95.1219512195122,0.9862038839214864
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",60,1,0.897369487065399,93.33333333333333,0.8681174343510053
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",60,30,-2.7733196067749937,20.253164556962027,0.8512880792128757
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",5,1,0.924211874001282,95.52845528455285,1.0326266412432892
"20MA, 50MA, RSI, MACD, CCI, ATR",60,1,0.9071528967334732,94.16666666666667,1.0643682376032413
"20MA, 50MA, RSI, MACD, CCI, ATR",60,30,-2.2824602363031765,17.72151898734177,0.8512880792128757
"20MA, 50MA, RSI, MACD, CCI, ATR",5,1,0.924895874040777,95.52845528455285,1.0995458629821488
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",60,1,0.9119998569479376,95.41666666666667,0.7701587916734793
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",60,30,-1.934475124764516,21.09704641350211,0.9206494887397779
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",5,1,0.9248854861121498,95.52845528455285,1.1257091236681802
"20MA, 50MA, RSI, MACD, CCI, OBV",60,1,0.9120963837014584,95.83333333333334,0.7287445657060518
"20MA, 50MA, RSI, MACD, CCI, OBV",60,30,-1.6927100040630436,19.40928270042194,0.9229036491790444
"20MA, 50MA, RSI, MACD, CCI, OBV",5,1,0.9253452029485659,95.1219512195122,1.1290577360857403
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",60,1,0.9075374211777837,93.75,1.1891308530522868
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",60,30,-2.5963919494859073,17.29957805907173,0.8512880792128757
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",5,1,0.9252369583032082,95.52845528455285,1.0816393401213056
"20MA, 50MA, RSI, MACD, ATR, OBV",60,1,0.906811254404612,94.16666666666667,1.0926623056827134
"20MA, 50MA, RSI, MACD, ATR, OBV",60,30,-2.1278328322770244,15.611814345991561,0.8512880792128757
"20MA, 50MA, RSI, MACD, ATR, OBV",5,1,0.9253667926032072,95.52845528455285,1.1280307533777205
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",60,1,0.911658073523735,95.83333333333334,0.8373305611335454
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",60,30,-2.112048942067039,18.9873417721519,0.9289807281650703
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",5,1,0.9253913200757862,95.52845528455285,1.0995897770346268
"20MA, 50MA, RSI, Upper_BB, Lower_BB, CCI",60,1,0.9013591816568014,93.33333333333333,0.8375351380251388
