Indicators,Window Size,Forecast Window,R2,Accuracy,Profit Index
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,0.8973228943630244,91.91489361702128,0.812303155288572
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,-2.5032395856700664,22.413793103448278,0.881396052942289
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",5,1,0.9617998512661396,94.1908713692946,0.7423197224997918
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",60,1,0.8917943880996562,91.91489361702128,0.7895774980411847
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",60,30,-2.2202588701907304,25.0,0.8062446642571675
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",5,1,0.9619144423777809,94.1908713692946,0.740913887011432
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",60,1,0.8945662988832285,91.91489361702128,0.9326045408750612
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",60,30,-2.595629343360776,16.810344827586206,1.0569662625954448
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",5,1,0.9617458229022339,93.7759336099585,0.6383407191793607
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",60,1,0.8949861415170358,92.34042553191489,0.754009982516064
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",60,30,-2.9088825569396226,19.82758620689655,0.8380967479422313
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",5,1,0.9615272876216137,93.7759336099585,0.6776409198931443
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",60,1,0.8914211497305324,91.06382978723404,0.8072721669144649
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",60,30,-3.2242298933058144,29.74137931034483,0.9343462752672207
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",5,1,0.9612973104033472,94.6058091286307,0.623513716549632
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",60,1,0.8917943880996838,91.91489361702128,0.7895774980411847
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",60,30,-2.2202588701563384,25.0,0.8062446642571675
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",5,1,0.9619144423777808,94.1908713692946,0.740913887011432
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,1,0.8945662988826888,91.91489361702128,0.9326045408750612
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,30,-2.5956293433870745,16.810344827586206,1.0569662625954448
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",5,1,0.9617458229022336,93.7759336099585,0.6383407191793607
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",60,1,0.8949861415172019,92.34042553191489,0.754009982516064
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",60,30,-2.9088825569676664,19.82758620689655,0.8380967479422313
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",5,1,0.9615272876216137,93.7759336099585,0.6776409198931443
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",60,1,0.8914211497304029,91.06382978723404,0.8072721669144649
