Indicators,Window Size,Forecast Window,R2,Accuracy,Profit Index
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,0.9321454247911916,99.15611814345992,1.2138042466722068
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,-0.2703957945548663,48.717948717948715,0.9130127582387955
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",5,1,0.9193637821741932,98.76543209876543,1.090033266310763
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",60,1,0.9279668801302492,99.15611814345992,1.0613381737016692
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",60,30,-0.3665459170800216,47.863247863247864,0.9405737369860535
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",5,1,0.919172708510331,98.76543209876543,1.1767697373913542
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",60,1,0.9299019294075581,99.15611814345992,1.4144990811014226
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",60,30,-0.6027378532314303,41.88034188034188,0.9605844914969772
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",5,1,0.9194592473927181,98.76543209876543,1.021159647625358
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",60,1,0.9309409195948388,99.15611814345992,1.2698234170185287
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",60,30,-0.30657681395458236,41.02564102564102,1.030610101357752
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",5,1,0.919155423045048,98.76543209876543,1.0420701861966961
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",60,1,0.9283651551159862,99.15611814345992,1.2491394439449637
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",60,30,-0.2650150832724858,52.991452991452995,1.0282940089047727
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",5,1,0.918321768682219,98.76543209876543,1.100663078663493
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",60,1,0.9279668801300709,99.15611814345992,1.0613381737016692
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",60,30,-0.36654591708370554,47.863247863247864,0.9405737369860535
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",5,1,0.9191727085103308,98.76543209876543,1.1767697373913542
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,1,0.9299019294076376,99.15611814345992,1.4144990811014226
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,30,-0.602737853222157,41.88034188034188,0.9605844914969772
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",5,1,0.9194592473927181,98.76543209876543,1.021159647625358
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",60,1,0.9309409195948263,99.15611814345992,1.2698234170185287
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",60,30,-0.3065768139530931,41.02564102564102,1.030610101357752
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",5,1,0.9191554230450482,98.76543209876543,1.0420701861966961
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",60,1,0.9283651551159627,99.15611814345992,1.2491394439449637
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",60,30,-0.2650150832781013,52.991452991452995,1.0282940089047727
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",5,1,0.918321768682219,98.76543209876543,1.100663078663493
"20MA, 50MA, RSI, MACD, CCI, ATR",60,1,0.9263926170116012,98.73417721518987,1.094066310965529
"20MA, 50MA, RSI, MACD, CCI, ATR",60,30,-0.3242391282558976,50.85470085470085,1.1123460963565477
"20MA, 50MA, RSI, MACD, CCI, ATR",5,1,0.9198723452827315,98.76543209876543,1.237524691916263
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",60,1,0.9285493071044928,98.73417721518987,1.173994649409328
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",60,30,-0.19951607227880253,48.717948717948715,0.9795259268731553
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",5,1,0.9194831492392379,98.76543209876543,1.0993399738354752
"20MA, 50MA, RSI, MACD, CCI, OBV",60,1,0.9242241613337959,98.73417721518987,1.0903286306759545
"20MA, 50MA, RSI, MACD, CCI, OBV",60,30,-0.1763905904772376,56.837606837606835,1.0437880672261066
"20MA, 50MA, RSI, MACD, CCI, OBV",5,1,0.9190417397404572,98.76543209876543,1.0134051777839281
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",60,1,0.9284725349117943,98.73417721518987,1.1635568811235157
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",60,30,-0.22148010620874614,48.717948717948715,1.1662664969942202
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",5,1,0.9199095803543909,98.76543209876543,1.059715403601863
"20MA, 50MA, RSI, MACD, ATR, OBV",60,1,0.9268073641041753,98.73417721518987,1.1023378591060722
"20MA, 50MA, RSI, MACD, ATR, OBV",60,30,-0.15667902818594137,54.700854700854705,1.0780418283521283
"20MA, 50MA, RSI, MACD, ATR, OBV",5,1,0.9189299709911338,98.76543209876543,1.0914381365136938
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",60,1,0.9285959517464526,98.73417721518987,1.2719132266527522
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",60,30,-0.12282657543257058,51.28205128205128,1.07358528653907
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",5,1,0.9189851003319246,98.76543209876543,1.032152337573147
"20MA, 50MA, RSI, Upper_BB, Lower_BB, CCI",60,1,0.9278234748872725,99.15611814345992,1.079616817693394
"20MA, 50MA, RSI, Upper_BB, Lower_BB, CCI",60,30,-0.3630514245373,48.717948717948715,1.0412966987620325
"20MA, 50MA, RSI, Upper_BB, Lower_BB, CCI",5,1,0.9195387256338485,98.76543209876543,0.9859789617912215
"20MA, 50MA, RSI, Upper_BB, Lower_BB, ATR",60,1,0.9299087718073114,99.15611814345992,1.388629921170565
"20MA, 50MA, RSI, Upper_BB, Lower_BB, ATR",60,30,-0.6111226386268835,43.162393162393165,0.9955937380152174
"20MA, 50MA, RSI, Upper_BB, Lower_BB, ATR",5,1,0.9194449468223108,98.76543209876543,1.0262238523399867
"20MA, 50MA, RSI, Upper_BB, Lower_BB, Williams_%R",60,1,0.9310090720211965,99.15611814345992,1.2041380077921118
"20MA, 50MA, RSI, Upper_BB, Lower_BB, Williams_%R",60,30,-0.3051348496344737,44.871794871794876,1.0627960278873705
"20MA, 50MA, RSI, Upper_BB, Lower_BB, Williams_%R",5,1,0.9190110842632212,98.76543209876543,1.0011714656305675
"20MA, 50MA, RSI, Upper_BB, Lower_BB, OBV",60,1,0.9282831617123373,99.15611814345992,1.1788974571212616
"20MA, 50MA, RSI, Upper_BB, Lower_BB, OBV",60,30,-0.17457761491016055,50.0,1.0436556249420081
"20MA, 50MA, RSI, Upper_BB, Lower_BB, OBV",5,1,0.9183463028008387,98.76543209876543,1.008455749881561
"20MA, 50MA, RSI, Upper_BB, CCI, ATR",60,1,0.9253566153168352,98.73417721518987,1.2624230391616889
"20MA, 50MA, RSI, Upper_BB, CCI, ATR",60,30,-0.696434409434274,41.452991452991455,0.9460596565250862
"20MA, 50MA, RSI, Upper_BB, CCI, ATR",5,1,0.9196799387633026,98.76543209876543,1.0205579297425484
"20MA, 50MA, RSI, Upper_BB, CCI, Williams_%R",60,1,0.9272810387702988,98.73417721518987,1.2022649017974834
"20MA, 50MA, RSI, Upper_BB, CCI, Williams_%R",60,30,-0.3359929518796019,45.72649572649573,0.9500253507201362
"20MA, 50MA, RSI, Upper_BB, CCI, Williams_%R",5,1,0.9187493712052166,98.76543209876543,0.9681973592467017
"20MA, 50MA, RSI, Upper_BB, CCI, OBV",60,1,0.9225186750632022,98.73417721518987,1.2050974215634487
"20MA, 50MA, RSI, Upper_BB, CCI, OBV",60,30,-0.22939949777218027,54.700854700854705,1.0299638690246118
"20MA, 50MA, RSI, Upper_BB, CCI, OBV",5,1,0.9186806576075542,98.76543209876543,0.9757549504980069
"20MA, 50MA, RSI, Upper_BB, ATR, Williams_%R",60,1,0.92831488478058,99.15611814345992,1.291023519403118
"20MA, 50MA, RSI, Upper_BB, ATR, Williams_%R",60,30,-0.4867993576021077,42.73504273504273,1.0463848223738927
"20MA, 50MA, RSI, Upper_BB, ATR, Williams_%R",5,1,0.9190862521415826,98.76543209876543,0.9415913951981071
"20MA, 50MA, RSI, Upper_BB, ATR, OBV",60,1,0.9251601942592986,99.15611814345992,1.2207580942251162
"20MA, 50MA, RSI, Upper_BB, ATR, OBV",60,30,-0.5090269567038512,45.2991452991453,1.0283493031906543
"20MA, 50MA, RSI, Upper_BB, ATR, OBV",5,1,0.9183909759264772,98.76543209876543,1.0240818823269766
"20MA, 50MA, RSI, Upper_BB, Williams_%R, OBV",60,1,0.9281186489423057,99.15611814345992,1.2382849229417892
"20MA, 50MA, RSI, Upper_BB, Williams_%R, OBV",60,30,-0.1926870908835634,52.991452991452995,1.0865665106925853
"20MA, 50MA, RSI, Upper_BB, Williams_%R, OBV",5,1,0.9180046684306646,98.76543209876543,0.9390484183654144
"20MA, 50MA, RSI, Lower_BB, CCI, ATR",60,1,0.9253566153168306,98.73417721518987,1.2624230391616889
"20MA, 50MA, RSI, Lower_BB, CCI, ATR",60,30,-0.6964344094343531,41.452991452991455,0.9460596565250862
"20MA, 50MA, RSI, Lower_BB, CCI, ATR",5,1,0.9196799387633036,98.76543209876543,1.0205579297425484
"20MA, 50MA, RSI, Lower_BB, CCI, Williams_%R",60,1,0.9272810387703004,98.73417721518987,1.2022649017974834
"20MA, 50MA, RSI, Lower_BB, CCI, Williams_%R",60,30,-0.3359929518799034,45.72649572649573,0.9500253507201362
"20MA, 50MA, RSI, Lower_BB, CCI, Williams_%R",5,1,0.9187493712052172,98.76543209876543,0.9681973592467017
"20MA, 50MA, RSI, Lower_BB, CCI, OBV",60,1,0.9225186750632044,98.73417721518987,1.2050974215634487
"20MA, 50MA, RSI, Lower_BB, CCI, OBV",60,30,-0.22939949777210256,54.700854700854705,1.0299638690246118
"20MA, 50MA, RSI, Lower_BB, CCI, OBV",5,1,0.9186806576075541,98.76543209876543,0.9757549504980069
"20MA, 50MA, RSI, Lower_BB, ATR, Williams_%R",60,1,0.9283148847805844,99.15611814345992,1.291023519403118
"20MA, 50MA, RSI, Lower_BB, ATR, Williams_%R",60,30,-0.4867993576023517,42.73504273504273,1.0463848223738927
"20MA, 50MA, RSI, Lower_BB, ATR, Williams_%R",5,1,0.9190862521415826,98.76543209876543,0.9415913951981071
