Indicators,Window Size,Forecast Window,R2,Accuracy,Profit Index
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,0.9692042141594436,98.33333333333333,0.9408047657332714
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,-0.09546858115738566,31.223628691983123,0.9502103709872379
"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",5,1,0.9784184307144607,98.3739837398374,0.8342606513731787
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",60,1,0.9687540261678255,98.33333333333333,0.9010665260238898
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",60,30,0.00026156422207701535,31.223628691983123,0.9152736020966872
"20MA, 50MA, RSI, MACD, Upper_BB, CCI",5,1,0.978377803267283,98.78048780487805,0.8934828396359904
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",60,1,0.9662928303686004,97.5,1.0953709038937753
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",60,30,-0.2495080767864961,32.06751054852321,0.8386996202753347
"20MA, 50MA, RSI, MACD, Upper_BB, ATR",5,1,0.9782265284841214,98.3739837398374,0.8322696628872002
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",60,1,0.9679328622576782,97.91666666666666,0.9234804171961417
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",60,30,-0.15644733435111258,25.738396624472575,0.8011832733425344
"20MA, 50MA, RSI, MACD, Upper_BB, Williams_%R",5,1,0.9782646911005497,98.78048780487805,0.8745751365548747
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",60,1,0.9683010569607023,97.91666666666666,0.7730555872547141
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",60,30,-0.09307936808275641,33.755274261603375,0.8905108075901853
"20MA, 50MA, RSI, MACD, Upper_BB, OBV",5,1,0.9787979767309775,98.3739837398374,0.9833742692661143
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",60,1,0.9687540261675506,98.33333333333333,0.9010665260238898
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",60,30,0.0002615642577527,31.223628691983123,0.9152736020966872
"20MA, 50MA, RSI, MACD, Lower_BB, CCI",5,1,0.978377803267283,98.78048780487805,0.8934828396359904
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,1,0.9662928303685882,97.5,1.0953709038937753
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,30,-0.24950807679438625,32.06751054852321,0.8386996202753347
"20MA, 50MA, RSI, MACD, Lower_BB, ATR",5,1,0.9782265284841215,98.3739837398374,0.8322696628872002
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",60,1,0.9679328622577086,97.91666666666666,0.9234804171961417
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",60,30,-0.15644733436933334,25.738396624472575,0.8011832733425344
"20MA, 50MA, RSI, MACD, Lower_BB, Williams_%R",5,1,0.9782646911005497,98.78048780487805,0.8745751365548747
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",60,1,0.9683010569605484,97.91666666666666,0.7730555872547141
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",60,30,-0.0930793680940527,33.755274261603375,0.8905108075901853
"20MA, 50MA, RSI, MACD, Lower_BB, OBV",5,1,0.9787979767309775,98.3739837398374,0.9833742692661143
"20MA, 50MA, RSI, MACD, CCI, ATR",60,1,0.96538186508128,97.5,0.9326246904634871
"20MA, 50MA, RSI, MACD, CCI, ATR",60,30,-0.23059349108175642,32.91139240506329,0.8682133244988929
"20MA, 50MA, RSI, MACD, CCI, ATR",5,1,0.9780743222240674,97.96747967479675,0.9261215665216344
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",60,1,0.9670105222288495,97.08333333333333,0.6833782593302646
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",60,30,0.08315049834948529,40.50632911392405,0.9344881023261415
"20MA, 50MA, RSI, MACD, CCI, Williams_%R",5,1,0.978036449316692,98.3739837398374,0.897406035497755
"20MA, 50MA, RSI, MACD, CCI, OBV",60,1,0.9690234996745399,97.5,0.8574716210933666
"20MA, 50MA, RSI, MACD, CCI, OBV",60,30,0.16494938096507916,39.66244725738397,0.8451931852232275
"20MA, 50MA, RSI, MACD, CCI, OBV",5,1,0.9785687178165233,98.78048780487805,1.0466077257581918
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",60,1,0.9657254827777957,96.66666666666667,0.7999485272116094
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",60,30,-0.368550816523179,20.253164556962027,0.8660582495016858
"20MA, 50MA, RSI, MACD, ATR, Williams_%R",5,1,0.9779778764441691,98.3739837398374,0.9124559478181574
"20MA, 50MA, RSI, MACD, ATR, OBV",60,1,0.9658686417168408,96.66666666666667,0.8054713852692338
"20MA, 50MA, RSI, MACD, ATR, OBV",60,30,-0.4002041706794557,31.645569620253166,0.9244623759436761
"20MA, 50MA, RSI, MACD, ATR, OBV",5,1,0.9783953609396441,98.3739837398374,0.8597109385027115
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",60,1,0.9681080599910372,97.91666666666666,0.8350725998920885
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",60,30,-0.0040472446073651636,33.755274261603375,0.8343527928990948
"20MA, 50MA, RSI, MACD, Williams_%R, OBV",5,1,0.978422462772805,98.78048780487805,0.8560240894013564
"20MA, 50MA, RSI, Upper_BB, Lower_BB, CCI",60,1,0.9687690035410462,98.33333333333333,0.8319371822332238
"20MA, 50MA, RSI, Upper_BB, Lower_BB, CCI",60,30,0.19924000223766936,37.9746835443038,1.0190053944060862
"20MA, 50MA, RSI, Upper_BB, Lower_BB, CCI",5,1,0.9784287853075664,98.3739837398374,0.8933594464660238
"20MA, 50MA, RSI, Upper_BB, Lower_BB, ATR",60,1,0.9661693995101146,97.5,1.1219711946264685
"20MA, 50MA, RSI, Upper_BB, Lower_BB, ATR",60,30,-0.0747408877867457,38.39662447257383,0.9555229908419751
"20MA, 50MA, RSI, Upper_BB, Lower_BB, ATR",5,1,0.978245867995585,97.96747967479675,0.8438485819807775
"20MA, 50MA, RSI, Upper_BB, Lower_BB, Williams_%R",60,1,0.967929843661866,97.91666666666666,0.9133024670932893
"20MA, 50MA, RSI, Upper_BB, Lower_BB, Williams_%R",60,30,0.14076614700330992,42.19409282700422,0.9685476335179445
"20MA, 50MA, RSI, Upper_BB, Lower_BB, Williams_%R",5,1,0.9782913591947946,98.78048780487805,0.848844730855342
"20MA, 50MA, RSI, Upper_BB, Lower_BB, OBV",60,1,0.968462682567821,98.75,0.8789278842958007
"20MA, 50MA, RSI, Upper_BB, Lower_BB, OBV",60,30,0.1555175119003802,37.9746835443038,0.9244387923989654
"20MA, 50MA, RSI, Upper_BB, Lower_BB, OBV",5,1,0.978760530029629,99.1869918699187,0.9619227535407703
"20MA, 50MA, RSI, Upper_BB, CCI, ATR",60,1,0.9654753911926266,97.91666666666666,0.9351560518001018
"20MA, 50MA, RSI, Upper_BB, CCI, ATR",60,30,0.05231585182033871,40.08438818565401,0.9475199272914575
"20MA, 50MA, RSI, Upper_BB, CCI, ATR",5,1,0.978220750989172,97.96747967479675,0.9857530139894678
"20MA, 50MA, RSI, Upper_BB, CCI, Williams_%R",60,1,0.9668256583634138,97.5,0.8056420613391245
"20MA, 50MA, RSI, Upper_BB, CCI, Williams_%R",60,30,0.19459356387896765,44.72573839662447,1.0816170460980512
"20MA, 50MA, RSI, Upper_BB, CCI, Williams_%R",5,1,0.9781794378865214,98.3739837398374,0.8490507232498108
"20MA, 50MA, RSI, Upper_BB, CCI, OBV",60,1,0.9686568172772052,97.91666666666666,0.9143892232596028
"20MA, 50MA, RSI, Upper_BB, CCI, OBV",60,30,0.2702896646328097,39.66244725738397,0.9320270677772784
"20MA, 50MA, RSI, Upper_BB, CCI, OBV",5,1,0.9787786659533492,98.3739837398374,1.0758383211484794
"20MA, 50MA, RSI, Upper_BB, ATR, Williams_%R",60,1,0.9648635253718403,97.08333333333333,1.0282443282199645
"20MA, 50MA, RSI, Upper_BB, ATR, Williams_%R",60,30,-0.026412396856744458,40.50632911392405,1.0838665543307664
"20MA, 50MA, RSI, Upper_BB, ATR, Williams_%R",5,1,0.9781231961188912,98.3739837398374,0.9145508542883876
"20MA, 50MA, RSI, Upper_BB, ATR, OBV",60,1,0.9658475409943758,97.5,1.0072439822211374
"20MA, 50MA, RSI, Upper_BB, ATR, OBV",60,30,-0.08673511623605212,38.39662447257383,0.8408452831800288
"20MA, 50MA, RSI, Upper_BB, ATR, OBV",5,1,0.9785441887592955,98.78048780487805,0.9196460750152621
"20MA, 50MA, RSI, Upper_BB, Williams_%R, OBV",60,1,0.9670104100287292,97.91666666666666,0.967156264281354
"20MA, 50MA, RSI, Upper_BB, Williams_%R, OBV",60,30,0.22005086488004566,43.88185654008439,0.9391844415060115
"20MA, 50MA, RSI, Upper_BB, Williams_%R, OBV",5,1,0.9786493115638927,98.78048780487805,0.9868141289419323
"20MA, 50MA, RSI, Lower_BB, CCI, ATR",60,1,0.9654753911926229,97.91666666666666,0.9351560518001018
"20MA, 50MA, RSI, Lower_BB, CCI, ATR",60,30,0.05231585182036613,40.08438818565401,0.9475199272914575
"20MA, 50MA, RSI, Lower_BB, CCI, ATR",5,1,0.9782207509891722,97.96747967479675,0.9857530139894678
"20MA, 50MA, RSI, Lower_BB, CCI, Williams_%R",60,1,0.9668256583634116,97.5,0.8056420613391245
"20MA, 50MA, RSI, Lower_BB, CCI, Williams_%R",60,30,0.19459356387902194,44.72573839662447,1.0816170460980512
"20MA, 50MA, RSI, Lower_BB, CCI, Williams_%R",5,1,0.9781794378865214,98.3739837398374,0.8490507232498108
"20MA, 50MA, RSI, Lower_BB, CCI, OBV",60,1,0.9686568172772008,97.91666666666666,0.9143892232596028
"20MA, 50MA, RSI, Lower_BB, CCI, OBV",60,30,0.2702896646327918,39.66244725738397,0.9320270677772784
"20MA, 50MA, RSI, Lower_BB, CCI, OBV",5,1,0.9787786659533491,98.3739837398374,1.0758383211484794
"20MA, 50MA, RSI, Lower_BB, ATR, Williams_%R",60,1,0.9648635253718388,97.08333333333333,1.0282443282199645
"20MA, 50MA, RSI, Lower_BB, ATR, Williams_%R",60,30,-0.02641239685669916,40.50632911392405,1.0838665543307664
"20MA, 50MA, RSI, Lower_BB, ATR, Williams_%R",5,1,0.9781231961188913,98.3739837398374,0.9145508542883876
"20MA, 50MA, RSI, Lower_BB, ATR, OBV",60,1,0.9658475409943723,97.5,1.0072439822211374
"20MA, 50MA, RSI, Lower_BB, ATR, OBV",60,30,-0.08673511623593533,38.39662447257383,0.8408452831800288
"20MA, 50MA, RSI, Lower_BB, ATR, OBV",5,1,0.9785441887592956,98.78048780487805,0.9196460750152621
"20MA, 50MA, RSI, Lower_BB, Williams_%R, OBV",60,1,0.9670104100287272,97.91666666666666,0.967156264281354
"20MA, 50MA, RSI, Lower_BB, Williams_%R, OBV",60,30,0.22005086488018122,43.88185654008439,0.9391844415060115
"20MA, 50MA, RSI, Lower_BB, Williams_%R, OBV",5,1,0.9786493115638927,98.78048780487805,0.9868141289419323
"20MA, 50MA, RSI, CCI, ATR, Williams_%R",60,1,0.964009440350011,97.5,0.78034610432317
"20MA, 50MA, RSI, CCI, ATR, Williams_%R",60,30,0.03530842952529212,42.19409282700422,1.1411272997862458
"20MA, 50MA, RSI, CCI, ATR, Williams_%R",5,1,0.977862545583452,97.96747967479675,0.8583958531406788
"20MA, 50MA, RSI, CCI, ATR, OBV",60,1,0.9653113709095652,97.5,0.9268371639755755
"20MA, 50MA, RSI, CCI, ATR, OBV",60,30,0.08668107714406414,39.24050632911392,0.9713822300849235
"20MA, 50MA, RSI, CCI, ATR, OBV",5,1,0.978396145261105,97.96747967479675,0.9422405388193933
"20MA, 50MA, RSI, CCI, Williams_%R, OBV",60,1,0.9672926319013481,97.08333333333333,0.8311850212348729
"20MA, 50MA, RSI, CCI, Williams_%R, OBV",60,30,0.17853923963248275,36.708860759493675,0.857559083669004
"20MA, 50MA, RSI, CCI, Williams_%R, OBV",5,1,0.9783326459898142,98.3739837398374,0.9651638168166242
"20MA, 50MA, RSI, ATR, Williams_%R, OBV",60,1,0.9653026705129607,96.66666666666667,0.891299222750459
"20MA, 50MA, RSI, ATR, Williams_%R, OBV",60,30,-0.07711385800343717,43.037974683544306,1.0131189302829382
"20MA, 50MA, RSI, ATR, Williams_%R, OBV",5,1,0.9782847429073267,98.3739837398374,0.9830243351143209
"20MA, 50MA, MACD, Upper_BB, Lower_BB, CCI",60,1,0.9695353063684652,98.33333333333333,1.0489146802037912
