Trial,Indicators,Window Size,Forecast Window,Model Type,Alpha,RMSE,MAPE,R2,Accuracy,Profit Index
0,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.028063072583306415,3.0092248594960194,0.9646793578698263,84.03361344537815,0.5708518882358793
1,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.001076170039513467,0.027382459354210516,2.9230845336459055,0.9663718438973469,84.03361344537815,0.7002815244749406
2,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.028063072583306415,3.0092248594960194,0.9646793578698263,84.03361344537815,0.5708518882358793
3,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.29901091089211945,0.026110460797931737,2.8672506459303224,0.9694235385467569,86.1344537815126,1.2675113925569388
4,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.06360670397182545,0.2214206430615629,22.775298920992974,-1.198843736786567,8.823529411764707,1.3392680248390076
5,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.4268637563686302,0.2214206430615629,22.775298920992974,-1.198843736786567,8.823529411764707,1.3392680248390076
6,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.09234842999163088,0.026233865680012805,2.848462515444102,0.9691338307996996,84.87394957983193,1.0217638044484167
7,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,2.6625728060027543,0.2214206430615629,22.775298920992974,-1.198843736786567,8.823529411764707,1.3392680248390076
8,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,1.3550601059819827,0.026573781785443423,2.983194690406295,0.9683287736449129,85.29411764705883,1.5950348810850714
9,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.0024368235068372643,0.027232110058866867,2.906024052021743,0.9667401153563229,84.03361344537815,0.7990212148526958
10,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.008087940226335933,0.02689588827016535,2.874013571356619,0.96755633298924,84.87394957983193,0.9277329552630686
11,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.0914814058651125,0.02623566042509616,2.848456189445071,0.9691296073428113,84.87394957983193,1.0217638044484167
12,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,9.939097888065303,0.029612716626505747,3.428910359476349,0.9606708416199958,78.15126050420169,1.1990591366830186
13,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.00010843736020222417,0.027653943212381082,2.9442310705608024,0.9657017244794854,83.19327731092437,0.6464114815262915
14,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.23954213094441454,0.02611399770762915,2.8606326847308283,0.9694152542419661,85.71428571428571,1.1833708613344016
15,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.028063072583306415,3.0092248594960194,0.9646793578698263,84.03361344537815,0.5708518882358793
16,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.3825171475330061,0.0261219448666468,2.8776612550975096,0.969396635964845,86.97478991596638,1.3339957437109702
17,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.02066617829177,0.026602850026083463,2.858655528830208,0.9682594473925078,84.87394957983193,0.9880536690901428
18,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.028063072583306415,3.0092248594960194,0.9646793578698263,84.03361344537815,0.5708518882358793
19,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.3132439625256268,0.2214206430615629,22.775298920992974,-1.198843736786567,8.823529411764707,1.3392680248390076
20,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,1.3543988244382843,0.026573435601862386,2.9831264892738503,0.9683295988181779,85.29411764705883,1.5950348810850714
21,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.2951953309682765,0.02611033035822316,2.8668702657472926,0.9694238440469003,86.1344537815126,1.2675113925569388
22,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.2262298393458857,0.026116771042164838,2.859060737174301,0.9694087576314734,85.29411764705883,1.1833708613344016
23,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.019618702669557373,0.026618229740696372,2.8593266441910368,0.9682227369085797,84.87394957983193,0.9880536690901428
24,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.905212679339976,0.026340010619638275,2.932415994847749,0.9688835500514471,86.1344537815126,1.4945435006247594
0,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Linear,,0.14828643090945878,14.77678964277153,-0.09020832018411218,19.148936170212767,0.9617397683501767
1,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Linear,,0.14828643090945878,14.77678964277153,-0.09020832018411218,19.148936170212767,0.9617397683501767
2,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Lasso,5.842168435033393,0.2035428955919031,21.059604084716423,-1.0540857250346827,11.063829787234042,1.1427649781005087
3,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Ridge,0.3912690299557182,0.12832294992775628,13.632356543765697,0.183576800780044,20.851063829787233,0.7039414173047406
4,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Ridge,0.0032662608337400527,0.1490295122840841,15.256152368533257,-0.1011620302563625,21.27659574468085,0.8711014449862284
5,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Ridge,0.008695344696282121,0.14725302543763505,15.106056532357442,-0.07506598363834827,21.27659574468085,0.6856324865995373
6,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Ridge,0.2397738886196434,0.13112560488911262,13.822172906478558,0.1475249505770263,19.148936170212767,0.6360373299153262
7,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Ridge,0.17162766053670891,0.13315855728607778,13.96258707929236,0.12088674202173455,21.27659574468085,0.6306217817176244
8,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Linear,,0.14828643090945878,14.77678964277153,-0.09020832018411218,19.148936170212767,0.9617397683501767
9,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Lasso,0.00015428440107363167,0.1134916291986121,12.970029265714317,0.3613920387486437,22.5531914893617,0.9727989111679671
10,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,30,Lasso,0.0002167727833276103,0.11443769265328609,13.239524947888146,0.35070082204773967,22.5531914893617,0.8773509033540459
