Trial,Indicators,Window Size,Forecast Window,Model Type,Alpha,RMSE,MAPE,R2,Accuracy,Profit Index
0,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.08125039368478174,0.14188701308884824,35.401460441353485,-10.858083992468531,0.0,1.0
1,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.004376437172815891,0.027122060597785207,6.439529836576378,0.5667140630707139,24.47257383966245,1.0
2,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.028082065974690908,0.010576732740532706,2.002148560005212,0.9341080605795757,94.51476793248945,1.4744442106052942
3,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.010733097191546552,2.0909839770587846,0.9321453907897829,93.24894514767934,1.4932606792909353
4,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.001622518384108551,0.014058657079096037,2.935150794290634,0.8835828656122179,87.76371308016878,1.0
5,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.010733097191546552,2.0909839770587846,0.9321453907897829,93.24894514767934,1.4932606792909353
6,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.004262368042628609,0.010471472895460675,2.0185676234122187,0.9354130501298034,94.51476793248945,1.7042790552559444
7,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.5964186467162581,0.14188701308884824,35.401460441353485,-10.858083992468531,0.0,1.0
8,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,4.9240745111940685,0.014926329921703344,2.843392418600118,0.8687693430222077,86.07594936708861,1.0154698079806803
9,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.010733097191546552,2.0909839770587846,0.9321453907897829,93.24894514767934,1.4932606792909353
10,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.0004250613669226,0.010534382715701156,2.0460267081788617,0.9346346766156562,94.09282700421942,1.712602078956856
11,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.0001697505977316528,0.010564110222969058,2.053586263682774,0.9342652406624601,94.09282700421942,1.7112473546996754
12,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.0001357642215505433,0.010572348329736568,2.055595509537399,0.9341626780987735,94.09282700421942,1.57306156235041
13,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.0017485772394504146,0.010493729250785198,2.0315989300117536,0.9351382086172153,94.51476793248945,1.7258959446427038
14,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.006958621656945326,0.010468148035675575,2.0116627187209977,0.9354540583933619,94.51476793248945,1.7550146506586843
15,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.015556955095939294,0.010501259815950096,2.0012840452613165,0.9350450822947007,94.09282700421942,1.4600830687508017
16,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.18958909372223454,0.011294968543819594,2.134289290733623,0.9248551397591807,93.67088607594937,0.9329023836771364
17,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.008401742738094582,0.010470551410151789,2.008749141079709,0.935424416879707,94.09282700421942,1.7461688024680162
