Trial,Indicators,Hidden Size,Dropout,LR,Batch Size,Window Size,Forecast Window,Epochs,R2,Accuracy,Profit Index
0,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.4,0.001,64,60,1,150,-1.209014385,2.109704641,1.041481253
1,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.4,0.0001,64,60,1,150,0.54757162,54.85232068,1.271298014
2,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.6,0.001,16,60,1,150,0.801060146,72.15189873,1.051338896
3,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.6,0.0005,64,60,1,50,0.621262148,55.69620253,1.043734995
4,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,0.2,0.0005,64,60,1,150,-0.062259703,10.97046414,0.913625679
5,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.8,0.0001,16,60,1,50,0.721196143,72.99578059,1.130748385
6,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,0.2,0.0005,16,60,1,150,0.881906657,86.91983122,1.01502313
7,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,0.7,0.001,32,60,1,150,0.738035524,60.75949367,0.96636245
8,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,0.8,0.0001,64,60,1,100,0.216222624,25.3164557,1.036238736
9,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,0.5,0.0005,64,60,1,50,-1.291956132,3.375527426,1
10,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.2,0.0005,16,60,1,100,0.910707127,90.71729958,1.096401095
11,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.2,0.0005,16,60,1,100,0.92565639,93.24894515,1.153048234
12,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.3,0.0005,16,60,1,100,0.91045548,90.29535865,1.040392844
13,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.3,0.0005,16,60,1,100,0.920027288,92.82700422,1.142247201
14,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.3,0.0005,32,60,1,100,0.887790732,89.45147679,0.91274024
15,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.3,0.0005,16,60,1,100,0.923032051,93.24894515,1.03747182
16,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.4,0.0005,16,60,1,100,0.913280983,90.29535865,0.98492895
17,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.3,0.0005,16,60,1,100,0.907660393,89.45147679,1.119977853
18,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.2,0.0001,32,60,1,100,0.799989783,75.10548523,0.930455185
19,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.5,0.001,16,60,1,100,0.916967107,91.98312236,1.078211158
20,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.4,0.0005,16,60,1,100,0.855675793,82.27848101,0.938543326
21,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.3,0.0005,16,60,1,100,0.921963023,92.40506329,0.833532629
22,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.3,0.0005,16,60,1,100,0.921327509,91.98312236,0.883496573
23,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.2,0.0005,16,60,1,100,0.919151708,91.98312236,0.88427222
24,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.3,0.0005,16,60,1,100,0.910218817,90.29535865,1.06829928
0,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.3,0.001,32,60,30,100,-4.163102516,1.282051282,1
1,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.2,0.0005,32,60,30,50,-0.708834081,19.23076923,0.932443045
2,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,0.3,0.0001,32,60,30,100,-0.245192998,27.35042735,0.977227449
3,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.6,0.0001,32,60,30,50,-3.50638358,2.136752137,1.009692684
4,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.8,0.001,16,60,30,50,-5.779984539,0.427350427,1
5,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,0.8,0.0001,64,60,30,100,-0.26117724,28.63247863,1.106128051
6,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,0.2,0.001,16,60,30,50,-3.428738534,1.709401709,1
7,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.8,0.001,32,60,30,100,-0.573059008,22.22222222,1.041481253
8,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.3,0.0001,16,60,30,150,-1.212319149,12.39316239,1.008995702
9,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,0.4,0.0005,64,60,30,150,-0.014884549,27.77777778,0.750249033
10,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,0.5,0.0005,64,60,30,150,-0.104948385,28.63247863,0.915088067
