Trial,Indicators,LSTM Units,Layers,Dropout,LR,Batch Size,Window Size,Forecast Window,Epochs,Dense Config,Dense Activation,RMSE,MAPE,R2,Accuracy,Profit Index
13,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,2,0.8,0.0001,32,60,30,150,"(16, 1)",ReLU,0.07135412941039738,11.593575972343801,-0.724371705754385,27.004219409282697,0.8763034511042173
14,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",16,2,0.6000000000000001,0.001,32,60,30,150,"(16, 1)",Sigmoid,0.08016987232808966,13.110228947390876,-1.1767825570781483,27.848101265822784,0.904413316283025
15,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,2,0.30000000000000004,0.0001,16,60,30,150,"(16, 1)",Sigmoid,0.07064231865612579,11.53304709710052,-0.6901395152064804,26.582278481012654,1.082448118564086
16,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,2,0.4,0.0001,32,60,30,150,"(16, 1)",ReLU,0.05803006217241575,8.903725509296114,-0.14050905184704554,38.81856540084388,1.0967932466707744
17,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,3,0.6000000000000001,0.0001,32,60,30,150,"(16, 1)",Sigmoid,0.06767158995213515,11.06657354067433,-0.550977242903369,28.691983122362867,1.2038588644371884
18,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",16,2,0.30000000000000004,0.001,16,60,30,50,"(16, 1)",ReLU,0.06343431675035277,10.2256502481029,-0.36282847029931964,29.957805907172997,0.9521677152621738
19,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,2,0.7,0.0005,64,60,30,100,"(16, 1)",ReLU,0.06189685305103032,9.839474411981723,-0.2975670338675587,33.33333333333333,1.0762990545626958
20,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,3,0.5,0.0001,16,60,30,150,"(16, 1)",Sigmoid,0.08871061646440617,14.63107343549349,-1.665286252610553,26.160337552742618,1.0130544133370682
21,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,2,0.7,0.0001,32,60,30,150,"(25, 1)",Sigmoid,0.07531439106014753,12.187423519668052,-0.9210939435235699,30.37974683544304,0.8846870583236501
22,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,2,0.7,0.0001,32,60,30,150,"(25, 1)",ReLU,0.06165576930134667,9.85026826141146,-0.2874788597367366,32.48945147679325,0.9833303346142745
23,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,2,0.8,0.0001,32,60,30,150,"(25, 1)",Tanh,0.05667114706136307,8.750332257907724,-0.08771889051927029,39.24050632911392,1.2187784445081982
24,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,2,0.6000000000000001,0.0001,32,60,30,150,"(25, 1)",Tanh,0.05608806001230534,8.5526456547946,-0.06545105147905139,39.24050632911392,1.1729716046393528
0,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,3,0.30000000000000004,0.0001,64,60,1,150,"(16, 1)",Sigmoid,0.04510966028779911,6.913698468367162,0.2811329655901704,41.66666666666667,0.7154621476906312
