Trial,Indicators,Hidden Size,Dropout,LR,Batch Size,Window Size,Forecast Window,Epochs,Activation Func,RMSE,MAPE,R2,Accuracy,Profit Index
21,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.30000000000000004,0.0005,64,60,1,150,tanh,0.027376410992633524,3.1707617532543377,0.9663867017842861,77.31092436974791,1.5079103295398406
22,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.4,0.0005,64,60,1,150,tanh,0.026843784573821076,2.996710263327396,0.9676819168518193,81.09243697478992,1.1923610005137617
23,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.4,0.0005,64,60,1,150,tanh,0.027872050688512097,3.213949208681003,0.9651585716822833,77.73109243697479,1.3395096510558795
24,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.4,0.0005,64,60,1,150,tanh,0.026398854595611816,2.8593719656242222,0.9687443689226587,82.35294117647058,1.41467772634373
0,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,0.6000000000000001,0.0001,64,60,30,50,sigmoid,0.11297732880228246,13.629852621276159,0.3671668621468819,12.340425531914894,0.9413444188618761
1,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.5,0.001,64,60,30,50,tanh,0.10699925122954504,12.805608641473299,0.43236641243638985,22.127659574468083,1.3749106463576717
2,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.6000000000000001,0.0001,16,60,30,100,sigmoid,0.107684809883183,12.285248016597427,0.42506930017753974,26.382978723404253,1.1844471683442448
3,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,0.8,0.0005,16,60,30,50,sigmoid,0.13629319787568336,20.137942370034683,0.07900987982058161,17.4468085106383,1.0197553159226553
4,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.30000000000000004,0.0001,16,60,30,100,tanh,0.10706286035353497,12.442058610028113,0.431691315980656,25.106382978723403,1.443163807778207
5,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.5,0.001,64,60,30,150,tanh,0.10518923244207003,11.774550898340873,0.45140836593321676,28.510638297872344,1.0899695805506004
6,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.8,0.001,64,60,30,100,tanh,0.10661813810652329,12.736659654493558,0.4364028395485098,22.127659574468083,1.2124330492267488
7,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.30000000000000004,0.001,32,60,30,100,sigmoid,0.1056954324401852,13.62126386646251,0.4461157089630028,28.085106382978726,0.9817220109504075
8,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",64,0.8,0.0001,16,60,30,50,tanh,0.106941337563731,12.13094260121059,0.4329807129106754,24.25531914893617,1.5405970425981983
9,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.4,0.001,64,60,30,100,relu,0.10663793317640534,11.838389276652585,0.436193541561403,30.21276595744681,0.9441753064799343
10,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.2,0.0005,32,60,30,150,relu,0.10322755978446205,11.727045989417178,0.4716789309509982,33.61702127659574,0.990421263350291
11,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.2,0.0005,32,60,30,150,relu,0.10492820419889465,12.086977920106042,0.4541276601716455,30.21276595744681,1.125549525291196
12,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.2,0.0005,32,60,30,150,relu,0.10445046817801201,11.85334980534585,0.4590870361926386,31.06382978723404,1.0259350324353473
13,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.2,0.0005,32,60,30,150,relu,0.10453508144638561,11.982611415051151,0.45821031533886636,29.78723404255319,1.1829248035558986
14,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.30000000000000004,0.0005,32,60,30,150,relu,0.10419382374914544,12.09275804733339,0.46174191656778685,28.085106382978726,1.0677154492873902
15,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.30000000000000004,0.0005,32,60,30,150,relu,0.10302353111987086,12.40161804813654,0.4737653140187903,22.5531914893617,0.9295647682555053
16,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.4,0.0005,32,60,30,150,relu,0.1052328220564591,12.16184696568429,0.45095360736350665,27.23404255319149,1.0267686616284186
17,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.4,0.0005,32,60,30,150,relu,0.10223865660396012,11.919036071553522,0.481752904481885,28.510638297872344,0.8415074966774495
18,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",128,0.4,0.0005,32,60,30,150,relu,0.10682288977413626,13.168854599667124,0.434236073811585,22.127659574468083,1.1924483643380601
19,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.6000000000000001,0.0005,32,60,30,150,relu,0.10132880181433783,11.425756480697697,0.4909359565803878,23.829787234042556,1.301715360775371
20,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.6000000000000001,0.0005,32,60,30,150,relu,0.10483022469465027,11.787943901619329,0.4551466298652591,23.404255319148938,0.9704385687604489
21,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.7,0.0005,32,60,30,150,relu,0.10317786411756173,12.130821001137464,0.47218749567986684,20.851063829787233,1.263972979508311
22,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.4,0.0005,32,60,30,150,relu,0.10466392031512155,11.925878607885293,0.45687398718297,29.361702127659573,1.203481815582119
23,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.5,0.0005,32,60,30,150,relu,0.10410663054040029,12.251184024527593,0.4626424077935224,22.97872340425532,0.8349613749458297
24,"20MA, 50MA, RSI, MACD, Upper_BB, CCI",32,0.7,0.0005,32,60,30,150,relu,0.10400181631267734,11.888925428967562,0.4637238829690593,29.361702127659573,1.0041491336999768
0,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.8,0.0005,32,60,1,50,tanh,0.029443986296874503,3.3883091860482635,0.9611177562843818,77.73109243697479,0.9281327794222587
1,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.8,0.0005,64,60,1,50,tanh,0.03231833274024335,3.791598064027439,0.953155781260873,72.68907563025209,0.9873937534830686
2,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,0.6000000000000001,0.0005,16,60,1,100,sigmoid,0.038170615441324496,4.6650206348212615,0.9346543881293461,63.4453781512605,1.264988745489256
3,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.4,0.0005,64,60,1,50,sigmoid,0.04225186646849886,4.67543075347498,0.9199336738339368,64.70588235294117,1.2383680686087521
4,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.30000000000000004,0.0001,32,60,1,100,relu,0.03538662721186201,4.401499400635258,0.9438387913041807,64.28571428571429,1.4108310508651043
5,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,0.7,0.0005,16,60,1,100,sigmoid,0.0385590642441816,4.147006119541575,0.933317622480733,66.80672268907563,1.3131737142313469
6,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.6000000000000001,0.001,16,60,1,150,tanh,0.027255582306592856,3.1501122823157592,0.9666827586952467,79.83193277310924,0.9410243312669468
7,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,0.8,0.001,64,60,1,100,relu,0.02910270014871914,3.5877263764959664,0.9620139029361844,75.63025210084034,1.0978746362147402
8,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.6000000000000001,0.0005,16,60,1,100,sigmoid,0.04219588297232423,4.953439242415759,0.9201457081730463,58.82352941176471,1.2196380876259156
9,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,0.2,0.0001,32,60,1,100,sigmoid,0.051025173713640036,5.84237190886207,0.883231127138429,49.159663865546214,1.1233792881709412
10,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.5,0.001,16,60,1,150,tanh,0.028785014784048647,3.2690853566479667,0.9628386897681965,78.15126050420169,0.7880476903429949
11,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.5,0.001,16,60,1,150,tanh,0.026690171446747426,2.924708393287607,0.9680507379631639,83.61344537815127,1.7183560555813586
12,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.5,0.001,16,60,1,150,tanh,0.027428303436034585,3.064159942390428,0.9662591518780596,80.25210084033614,0.9320327334014926
13,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.5,0.001,16,60,1,150,tanh,0.029703764237197075,3.593381737524763,0.9604286303317342,74.78991596638656,1.197287506620142
14,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.6000000000000001,0.001,16,60,1,150,tanh,0.030217375515664106,3.575751472303147,0.9590483327675892,73.94957983193278,0.9103004594281722
15,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.4,0.001,16,60,1,150,tanh,0.036459203992337416,4.158853994532692,0.9403826772280742,67.22689075630252,0.8262713633508749
16,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.7,0.001,16,60,1,150,tanh,0.02903270442088194,3.408622461001413,0.9621964060745846,76.89075630252101,0.7227797419548649
17,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.4,0.001,16,60,1,150,relu,0.02803544028561745,3.135769494168989,0.9647488843755848,78.99159663865547,0.8530212420508738
18,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.7,0.0001,32,60,1,150,tanh,0.034068642775353444,3.944745459044656,0.9479443625210892,71.42857142857143,1.489711699023991
19,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.30000000000000004,0.001,64,60,1,150,tanh,0.03669457371404306,4.288859287875586,0.9396104493848711,65.54621848739495,1.0505407220489948
20,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.6000000000000001,0.001,16,60,1,150,relu,0.03215465934882091,3.9118747673767906,0.9536290567480524,71.84873949579831,1.001799364961751
21,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.5,0.001,16,60,1,150,tanh,0.035280668872092906,4.463395894537114,0.9441746152989701,64.28571428571429,0.7715411819134808
22,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.5,0.001,16,60,1,150,tanh,0.03479195876125585,4.44783187910167,0.9457104972319038,63.4453781512605,0.7673075070012817
23,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.5,0.001,16,60,1,150,tanh,0.03125721125536542,3.8978933961645685,0.9561813937009506,71.84873949579831,0.9198166480838139
24,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.4,0.001,16,60,1,150,tanh,0.027539318116545013,3.169069071357393,0.9659854703644277,78.57142857142857,1.0907902872169344
0,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.8,0.0001,16,60,30,100,sigmoid,0.10644830417783195,11.71182412423302,0.4381969373684239,30.638297872340424,1.1020138362470504
1,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.2,0.001,32,60,30,50,relu,0.10700570208300776,13.380299196934342,0.43229796650929886,22.5531914893617,1.2085201521371305
2,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,0.8,0.001,64,60,30,150,tanh,0.10678225361485737,12.656695701859494,0.434666432889133,22.5531914893617,1.3772097071932436
3,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.4,0.0001,64,60,30,150,relu,0.1054043996025825,11.567375608345639,0.4491617551883753,31.914893617021278,1.2861143883531443
4,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,0.7,0.0001,32,60,30,100,sigmoid,0.10916963455526119,11.835583190705313,0.40910499170608805,28.085106382978726,1.0622902442774207
5,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.5,0.001,32,60,30,50,relu,0.106574358197159,12.750877294668284,0.4368655969579187,24.680851063829788,1.127219561888755
6,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,0.8,0.001,16,60,30,100,tanh,0.10708178938136577,13.157293762544272,0.4314903409302552,26.382978723404253,0.9850764784939644
7,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",64,0.30000000000000004,0.0001,16,60,30,50,sigmoid,0.12373029898728097,16.74252177351299,0.24097036424698604,5.531914893617021,0.890969566580519
8,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.7,0.001,16,60,30,50,sigmoid,0.17761694163223143,27.780565577023125,-0.5641391398402291,7.659574468085106,0.7374100719085516
9,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.4,0.0005,16,60,30,100,tanh,0.10554054566606713,12.153003619812154,0.44773785082774986,24.25531914893617,1.0259578095904738
10,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.5,0.0005,64,60,30,150,relu,0.10610171091273722,12.359750961139577,0.44184941754635587,24.680851063829788,1.3593188731857362
11,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.4,0.0005,64,60,30,150,tanh,0.10785818371492344,12.420817918714068,0.4232165192726359,23.829787234042556,1.280061134170594
12,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",128,0.4,0.0005,64,60,30,150,relu,0.10732546260817895,12.66877886734302,0.4289000181004865,22.127659574468083,1.3424034370676563
13,"20MA, 50MA, RSI, MACD, Upper_BB, ATR",32,0.4,0.0005,16,60,30,100,tanh,0.10799150104887642,13.516466029502292,0.4217897798974518,22.97872340425532,1.2547054866395142
