Trial,Indicators,Window Size,Forecast Window,Model Type,Alpha,RMSE,MAPE,R2,Accuracy,Profit Index
0,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.20723634082671694,0.11350520348348371,19.19205597351846,-0.5522569245293785,16.666666666666664,1.50381427636079
1,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.00012006557792914005,0.014893051220954199,3.5598292059764365,0.973276125164835,75.83333333333333,1.0759922885997582
2,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.015987454159218536,3.7773404047334993,0.9692042569630379,71.66666666666667,0.9709748281502109
3,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.00034831845073340684,0.014720046924542938,3.543733908775668,0.9738933917920444,75.41666666666667,1.684984535562561
4,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.00324250208483761,0.02176076103298622,4.606203852697309,0.9429467718800886,59.166666666666664,1.2706190650198859
5,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.004900127487199614,0.01575592327595751,3.720803030393596,0.9700897682969806,73.33333333333333,0.6109558998003483
6,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.015987454159218536,3.7773404047334993,0.9692042569630379,71.66666666666667,0.9709748281502109
7,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,0.0003306264249209964,0.015903044396450995,3.7790980842292794,0.9695285861632941,71.66666666666667,0.7919708612714447
8,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.0014424566478561357,0.015747212248175938,3.79369980470997,0.9701228322856171,71.25,1.2221901657576515
9,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.46272838536734595,0.11350520348348371,19.19205597351846,-0.5522569245293785,16.666666666666664,1.50381427636079
10,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Linear,,0.015987454159218536,3.7773404047334993,0.9692042569630379,71.66666666666667,0.9709748281502109
11,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.00010580957656319141,0.014928575171944486,3.5674352382631835,0.9731484857954174,76.66666666666667,0.8770841899112031
12,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.00011030258731225035,0.014917131570059953,3.5649997053748606,0.9731896364426788,76.66666666666667,0.8978631040311075
13,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.03336702877334014,0.11350520348348371,19.19205597351846,-0.5522569245293785,16.666666666666664,1.50381427636079
14,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.0008280562479596565,0.014841409540874083,3.6140216869459016,0.9734611340101106,74.16666666666667,1.1436658502485892
15,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Ridge,6.297859241149613,0.024085683710092846,5.607761147165055,0.9301043705006437,54.166666666666664,0.926000396593531
16,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.0010044408684809784,0.015021033890243929,3.657315920093887,0.9728148511908489,73.33333333333333,1.1224494498098723
17,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",60,1,Lasso,0.014888321225321511,0.08428294978209044,14.761154307992202,0.14412268323012123,19.583333333333332,1.345574928643829
