Trial,Indicators,Filters,Kernel Size,Pooling Size,Dropout,LR,Batch Size,Window Size,Forecast Window,Epochs,Activation Func,R2,Accuracy,Profit Index
0,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,2,3,0.2,0.0001,64,60,1,100,leaky_relu,0.564180018,56.96202532,1.152645725
1,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,2,2,0.4,0.0001,64,60,1,150,leaky_relu,0.57162765,56.54008439,1.114063816
2,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,2,2,0.5,0.001,32,60,1,150,relu,0.389483811,45.14767932,1.064688237
3,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,3,2,0.3,0.001,32,60,1,150,leaky_relu,0.728577532,65.40084388,1.089317268
4,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,3,2,0.5,0.0005,64,60,1,50,leaky_relu,0.726392715,67.93248945,1.077385375
5,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,3,2,0.5,0.0005,64,60,1,100,relu,0.711211328,65.40084388,1.038687007
6,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",128,2,3,0.2,0.0005,32,60,1,50,leaky_relu,0.22741176,38.39662447,0.973820804
7,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,3,2,0.5,0.001,64,60,1,150,leaky_relu,0.757585972,75.10548523,1.157921455
8,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",64,2,2,0.3,0.0001,32,60,1,150,leaky_relu,0.620672568,57.80590717,1.058594013
9,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,2,3,0.5,0.0005,32,60,1,150,leaky_relu,0.098339499,23.62869198,0.949439216
10,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,3,3,0.4,0.001,64,60,1,50,relu,-0.354070493,8.016877637,0.903358579
11,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,3,2,0.3,0.001,32,60,1,150,leaky_relu,0.738872233,67.93248945,1.222017793
12,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,3,2,0.3,0.001,32,60,1,150,leaky_relu,-4.094107389,0.843881857,1
13,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,3,2,0.4,0.001,64,60,1,150,leaky_relu,0.703535503,63.29113924,0.90601201
14,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,3,2,0.3,0.001,64,60,1,150,relu,0.785496798,76.79324895,1.015991188
15,"20MA, 50MA, RSI, MACD, Upper_BB, Lower_BB",32,3,2,0.4,0.001,64,60,1,100,relu,0.783351199,76.37130802,1.097673286
