Trial,Indicators,Window Size,Forecast Window,Model Type,Alpha,RMSE,MAPE,R2,Accuracy,Profit Index
24,"20MA, 50MA, RSI, MACD, CCI, ATR",60,1,Lasso,0.0002734203495754,0.0172793866283259,1.819037922616824,0.8360296038832529,94.09282700421942,1.2328411923701843
14,"20MA, 50MA, RSI, MACD, Lower_BB, ATR",60,30,Lasso,0.0070088989559849,0.0843481191470789,8.30725488918265,-4.120053088980413,58.119658119658126,1.1501293834116362
