Ticker,Indicators,Filters,Kernel Size,Dropout Rate,Learning Rate,Batch Size,Epochs,Optimizer,RMSE,MAPE,R2,Accuracy,,
XOM,"20MA, 50MA, MACD, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,3.734862343,3.013662795,0.924120637,80.26845638,,
XOM,"20MA, 50MA, Signal_Line, Upper_BB, Lower_BB",32,3,0.2,0.001,16,100,adam,4.272739477,3.50500087,0.900691298,75.16778523,,
XOM,"20MA, 50MA, Signal_Line, Upper_BB, CCI",32,3,0.2,0.001,16,100,adam,4.607261809,3.74296201,0.884532367,73.95973154,,
XOM,"20MA, 50MA, Signal_Line, Upper_BB, ATR",32,3,0.2,0.001,16,100,adam,4.515199575,3.721089614,0.889100808,71.1409396,,
XOM,"20MA, 50MA, Signal_Line, Upper_BB, ROC",32,3,0.2,0.001,16,100,adam,5.316443984,4.467382325,0.846249349,58.38926174,,
XOM,"20MA, 50MA, Signal_Line, Upper_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,4.83428886,4.180967363,0.872872452,68.18791946,,
XOM,"20MA, 50MA, Signal_Line, Upper_BB, OBV",32,3,0.2,0.001,16,100,adam,4.80389992,4.071509424,0.874465707,65.5033557,,
XOM,"20MA, 50MA, Signal_Line, Lower_BB, CCI",32,3,0.2,0.001,16,100,adam,5.72468801,4.714943824,0.821730058,58.38926174,,
XOM,"20MA, 50MA, Signal_Line, Lower_BB, ATR",32,3,0.2,0.001,16,100,adam,5.197564698,4.301746329,0.853048411,64.4295302,,
XOM,"20MA, 50MA, Signal_Line, Lower_BB, ROC",32,3,0.2,0.001,16,100,adam,5.846525504,4.651939782,0.814061135,62.81879195,,
XOM,"20MA, 50MA, Signal_Line, Lower_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,5.998190304,4.936946059,0.804289125,60.40268456,,
XOM,"20MA, 50MA, Signal_Line, Lower_BB, OBV",32,3,0.2,0.001,16,100,adam,5.832938373,4.670029007,0.814924363,58.25503356,,
XOM,"20MA, 50MA, Signal_Line, CCI, ATR",32,3,0.2,0.001,16,100,adam,7.393277249,6.165044261,0.702663337,43.08724832,,
XOM,"20MA, 50MA, Signal_Line, CCI, ROC",32,3,0.2,0.001,16,100,adam,4.22999328,3.469286121,0.902668407,76.6442953,,
XOM,"20MA, 50MA, Signal_Line, CCI, Williams_%R",32,3,0.2,0.001,16,100,adam,7.159872576,6.056062934,0.721140744,43.08724832,,
XOM,"20MA, 50MA, Signal_Line, CCI, OBV",32,3,0.2,0.001,16,100,adam,6.013607924,4.973347965,0.80328173,55.16778523,,
XOM,"20MA, 50MA, Signal_Line, ATR, ROC",32,3,0.2,0.001,16,100,adam,4.441532322,3.707638951,0.892690016,72.08053691,,
XOM,"20MA, 50MA, Signal_Line, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,8.122230111,7.406853611,0.641139997,31.81208054,,
XOM,"20MA, 50MA, Signal_Line, ATR, OBV",32,3,0.2,0.001,16,100,adam,5.176456015,4.300859267,0.854239606,62.55033557,,
XOM,"20MA, 50MA, Signal_Line, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,5.394304094,4.368503893,0.841712971,63.22147651,,
XOM,"20MA, 50MA, Signal_Line, ROC, OBV",32,3,0.2,0.001,16,100,adam,5.941870935,4.970318351,0.807947084,49.93288591,,
XOM,"20MA, 50MA, Signal_Line, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,7.14497196,5.877373093,0.72230022,53.69127517,,
XOM,"20MA, 50MA, Upper_BB, Lower_BB, CCI",32,3,0.2,0.001,16,100,adam,5.758918997,4.654858734,0.81959174,62.41610738,,
XOM,"20MA, 50MA, Upper_BB, Lower_BB, ATR",32,3,0.2,0.001,16,100,adam,4.054316685,3.435121393,0.910585116,73.02013423,,
XOM,"20MA, 50MA, Upper_BB, Lower_BB, ROC",32,3,0.2,0.001,16,100,adam,4.259937285,3.409891896,0.901285514,77.58389262,,
XOM,"20MA, 50MA, Upper_BB, Lower_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,5.829569067,5.125043792,0.815138113,53.15436242,,
XOM,"20MA, 50MA, Upper_BB, Lower_BB, OBV",32,3,0.2,0.001,16,100,adam,4.160330461,3.46306659,0.905847873,75.97315436,,
XOM,"20MA, 50MA, Upper_BB, CCI, ATR",32,3,0.2,0.001,16,100,adam,4.727636544,4.013712942,0.87841986,69.79865772,,
XOM,"20MA, 50MA, Upper_BB, CCI, ROC",32,3,0.2,0.001,16,100,adam,4.002642556,3.353107841,0.912849859,75.70469799,,
XOM,"20MA, 50MA, Upper_BB, CCI, Williams_%R",32,3,0.2,0.001,16,100,adam,6.046492703,4.952958538,0.801124381,58.79194631,,
XOM,"20MA, 50MA, Upper_BB, CCI, OBV",32,3,0.2,0.001,16,100,adam,6.471919928,5.452749939,0.772154346,46.17449664,,
XOM,"20MA, 50MA, Upper_BB, ATR, ROC",32,3,0.2,0.001,16,100,adam,5.40633648,4.49493282,0.841006042,62.41610738,,
XOM,"20MA, 50MA, Upper_BB, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,5.723981874,4.82745407,0.821774034,64.02684564,,
XOM,"20MA, 50MA, Upper_BB, ATR, OBV",32,3,0.2,0.001,16,100,adam,3.864226668,3.140929079,0.91877314,79.86577181,,
XOM,"20MA, 50MA, Upper_BB, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,7.413053259,6.654771812,0.701070539,26.44295302,,
XOM,"20MA, 50MA, Upper_BB, ROC, OBV",32,3,0.2,0.001,16,100,adam,3.948252063,3.209395561,0.915202271,79.59731544,,
XOM,"20MA, 50MA, Upper_BB, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,5.274368507,4.386596452,0.84867335,63.89261745,,
XOM,"20MA, 50MA, Lower_BB, CCI, ATR",32,3,0.2,0.001,16,100,adam,4.907115735,4.056435278,0.869013336,70.60402685,,
XOM,"20MA, 50MA, Lower_BB, CCI, ROC",32,3,0.2,0.001,16,100,adam,4.053661204,3.357305658,0.910614026,76.10738255,,
XOM,"20MA, 50MA, Lower_BB, CCI, Williams_%R",32,3,0.2,0.001,16,100,adam,7.790207559,6.683043058,0.669879468,37.18120805,,
XOM,"20MA, 50MA, Lower_BB, CCI, OBV",32,3,0.2,0.001,16,100,adam,5.335029237,4.380123948,0.845172506,65.23489933,,
XOM,"20MA, 50MA, Lower_BB, ATR, ROC",32,3,0.2,0.001,16,100,adam,8.584959519,7.57440152,0.599086222,25.5033557,,
XOM,"20MA, 50MA, Lower_BB, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,6.777530278,5.77360427,0.750128105,53.2885906,,
XOM,"20MA, 50MA, Lower_BB, ATR, OBV",32,3,0.2,0.001,16,100,adam,3.468844654,2.879351329,0.934544796,84.16107383,,
XOM,"20MA, 50MA, Lower_BB, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,5.970635366,4.942759504,0.806083137,58.38926174,,
XOM,"20MA, 50MA, Lower_BB, ROC, OBV",32,3,0.2,0.001,16,100,adam,3.774508757,3.104347811,0.922501133,80.80536913,,
XOM,"20MA, 50MA, Lower_BB, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,10.00762456,9.126021744,0.455200768,12.2147651,,
XOM,"20MA, 50MA, CCI, ATR, ROC",32,3,0.2,0.001,16,100,adam,6.661852327,5.900503712,0.758584872,42.81879195,,
XOM,"20MA, 50MA, CCI, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,8.682051121,7.895215818,0.589966675,28.18791946,,
XOM,"20MA, 50MA, CCI, ATR, OBV",32,3,0.2,0.001,16,100,adam,5.409849059,4.539863569,0.840799373,61.34228188,,
XOM,"20MA, 50MA, CCI, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,7.127085849,6.250771571,0.72368882,41.34228188,,
XOM,"20MA, 50MA, CCI, ROC, OBV",32,3,0.2,0.001,16,100,adam,4.958313698,4.007164185,0.866265802,70.46979866,,
XOM,"20MA, 50MA, CCI, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,5.172459505,4.232072479,0.854464589,65.63758389,,
XOM,"20MA, 50MA, ATR, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,13.78894606,13.18477006,-0.034276419,1.744966443,,
XOM,"20MA, 50MA, ATR, ROC, OBV",32,3,0.2,0.001,16,100,adam,9.894819253,9.171169541,0.467413432,8.456375839,,
XOM,"20MA, 50MA, ATR, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,22.80750269,21.9130096,-1.82963193,0,,
XOM,"20MA, 50MA, ROC, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,7.925399892,6.883446861,0.658322133,34.89932886,,
XOM,"20MA, 200MA, RSI, MACD, Signal_Line",32,3,0.2,0.001,16,100,adam,5.864172926,5.012137932,0.812936948,49.79865772,,
XOM,"20MA, 200MA, RSI, MACD, Upper_BB",32,3,0.2,0.001,16,100,adam,4.28941409,3.663239769,0.89991467,72.75167785,,
XOM,"20MA, 200MA, RSI, MACD, Lower_BB",32,3,0.2,0.001,16,100,adam,5.432429311,4.577763757,0.83946762,62.28187919,,
XOM,"20MA, 200MA, RSI, MACD, CCI",32,3,0.2,0.001,16,100,adam,9.960434076,8.853291042,0.460326605,20.80536913,,
XOM,"20MA, 200MA, RSI, MACD, ATR",32,3,0.2,0.001,16,100,adam,6.28130712,5.628762609,0.785377853,42.95302013,,
XOM,"20MA, 200MA, RSI, MACD, ROC",32,3,0.2,0.001,16,100,adam,4.507329969,3.778461779,0.889487047,71.40939597,,
XOM,"20MA, 200MA, RSI, MACD, Williams_%R",32,3,0.2,0.001,16,100,adam,7.160916051,6.524726226,0.721059456,35.03355705,,
XOM,"20MA, 200MA, RSI, MACD, OBV",32,3,0.2,0.001,16,100,adam,4.650358806,3.904321694,0.882362062,70.06711409,,
XOM,"20MA, 200MA, RSI, Signal_Line, Upper_BB",32,3,0.2,0.001,16,100,adam,5.539872988,4.733578838,0.83305474,55.16778523,,
XOM,"20MA, 200MA, RSI, Signal_Line, Lower_BB",32,3,0.2,0.001,16,100,adam,8.10507372,7.006873918,0.642654418,36.77852349,,
XOM,"20MA, 200MA, RSI, Signal_Line, CCI",32,3,0.2,0.001,16,100,adam,6.769381456,5.859277856,0.7507286,42.81879195,,
XOM,"20MA, 200MA, RSI, Signal_Line, ATR",32,3,0.2,0.001,16,100,adam,6.055626567,5.080889956,0.800523082,59.73154362,,
XOM,"20MA, 200MA, RSI, Signal_Line, ROC",32,3,0.2,0.001,16,100,adam,15.99832803,14.74038911,-0.392270665,2.416107383,,
XOM,"20MA, 200MA, RSI, Signal_Line, Williams_%R",32,3,0.2,0.001,16,100,adam,4.254556852,3.615066879,0.901534715,72.88590604,,
XOM,"20MA, 200MA, RSI, Signal_Line, OBV",32,3,0.2,0.001,16,100,adam,5.570493772,4.735085533,0.831204111,60.26845638,,
XOM,"20MA, 200MA, RSI, Upper_BB, Lower_BB",32,3,0.2,0.001,16,100,adam,5.241880839,4.421919418,0.850531813,64.02684564,,
XOM,"20MA, 200MA, RSI, Upper_BB, CCI",32,3,0.2,0.001,16,100,adam,6.672579759,5.623998818,0.757806755,46.17449664,,
XOM,"20MA, 200MA, RSI, Upper_BB, ATR",32,3,0.2,0.001,16,100,adam,4.507081229,3.714646491,0.889499244,70.06711409,,
XOM,"20MA, 200MA, RSI, Upper_BB, ROC",32,3,0.2,0.001,16,100,adam,8.431172854,7.368812207,0.613321109,26.84563758,,
