Ticker,Indicators,Filters,Kernel Size,Dropout Rate,Learning Rate,Batch Size,Epochs,Optimizer,RMSE,MAPE,R2,Accuracy,,
1155.KL,"20MA, 50MA, 200MA, RSI, MACD",32,3,0.2,0.001,16,100,adam,0.157926707,1.545092322,0.976293606,99.31506849,,
1155.KL,"20MA, 50MA, 200MA, RSI, Signal_Line",32,3,0.2,0.001,16,100,adam,0.113593312,1.066687438,0.987735217,99.5890411,,
1155.KL,"20MA, 50MA, 200MA, RSI, Upper_BB",32,3,0.2,0.001,16,100,adam,0.189558339,1.720773412,0.965846114,98.21917808,,
1155.KL,"20MA, 50MA, 200MA, RSI, Lower_BB",32,3,0.2,0.001,16,100,adam,0.245676567,1.974586844,0.942630402,92.60273973,,
1155.KL,"20MA, 50MA, 200MA, RSI, CCI",32,3,0.2,0.001,16,100,adam,0.140922547,1.377021278,0.981123768,99.5890411,,
1155.KL,"20MA, 50MA, 200MA, RSI, ATR",32,3,0.2,0.001,16,100,adam,0.164095068,1.474010201,0.974405574,97.67123288,,
1155.KL,"20MA, 50MA, 200MA, RSI, ROC",32,3,0.2,0.001,16,100,adam,0.151550992,1.40309142,0.978169087,99.17808219,,
1155.KL,"20MA, 50MA, 200MA, RSI, Williams_%R",32,3,0.2,0.001,16,100,adam,0.178551971,1.61661323,0.969697139,98.35616438,,
1155.KL,"20MA, 50MA, 200MA, RSI, OBV",32,3,0.2,0.001,16,100,adam,0.453231771,4.931788682,0.804748207,57.94520548,,
1155.KL,"20MA, 50MA, 200MA, MACD, Signal_Line",32,3,0.2,0.001,16,100,adam,0.113146146,1.074532531,0.987831589,100,,
1155.KL,"20MA, 50MA, 200MA, MACD, Upper_BB",32,3,0.2,0.001,16,100,adam,0.109605596,0.980767129,0.988581218,100,,
1155.KL,"20MA, 50MA, 200MA, MACD, Lower_BB",32,3,0.2,0.001,16,100,adam,0.116574802,1.10005624,0.987082939,99.8630137,,
1155.KL,"20MA, 50MA, 200MA, MACD, CCI",32,3,0.2,0.001,16,100,adam,0.121469421,1.24097448,0.985975472,99.5890411,,
1155.KL,"20MA, 50MA, 200MA, MACD, ATR",32,3,0.2,0.001,16,100,adam,0.105816558,0.931990974,0.98935706,100,,
1155.KL,"20MA, 50MA, 200MA, MACD, ROC",32,3,0.2,0.001,16,100,adam,0.107257721,1.007397663,0.989065184,100,,
1155.KL,"20MA, 50MA, 200MA, MACD, Williams_%R",32,3,0.2,0.001,16,100,adam,0.15629482,1.501406667,0.976781,99.45205479,,
1155.KL,"20MA, 50MA, 200MA, MACD, OBV",32,3,0.2,0.001,16,100,adam,0.195429019,2.060897552,0.963697842,99.04109589,,
1155.KL,"20MA, 50MA, 200MA, Signal_Line, Upper_BB",32,3,0.2,0.001,16,100,adam,0.149088049,1.371611674,0.978872895,99.04109589,,
1155.KL,"20MA, 50MA, 200MA, Signal_Line, Lower_BB",32,3,0.2,0.001,16,100,adam,0.105772622,1.004151489,0.989365897,99.8630137,,
1155.KL,"20MA, 50MA, 200MA, Signal_Line, CCI",32,3,0.2,0.001,16,100,adam,0.109084648,1.001100761,0.988689505,99.8630137,,
1155.KL,"20MA, 50MA, 200MA, Signal_Line, ATR",32,3,0.2,0.001,16,100,adam,0.144165665,1.260026012,0.980244955,98.90410959,,
1155.KL,"20MA, 50MA, 200MA, Signal_Line, ROC",32,3,0.2,0.001,16,100,adam,0.098999412,0.903519679,0.990684213,100,,
1155.KL,"20MA, 50MA, 200MA, Signal_Line, Williams_%R",32,3,0.2,0.001,16,100,adam,0.160349099,1.62491111,0.975560777,99.45205479,,
1155.KL,"20MA, 50MA, 200MA, Signal_Line, OBV",32,3,0.2,0.001,16,100,adam,0.163754669,1.572657035,0.97451165,99.04109589,,
1155.KL,"20MA, 50MA, 200MA, Upper_BB, Lower_BB",32,3,0.2,0.001,16,100,adam,0.161004599,1.456559239,0.975360556,98.76712329,,
1155.KL,"20MA, 50MA, 200MA, Upper_BB, CCI",32,3,0.2,0.001,16,100,adam,0.146086277,1.317254466,0.979715085,99.8630137,,
1155.KL,"20MA, 50MA, 200MA, Upper_BB, ATR",32,3,0.2,0.001,16,100,adam,0.137151528,1.331491009,0.982120489,99.45205479,,
1155.KL,"20MA, 50MA, 200MA, Upper_BB, ROC",32,3,0.2,0.001,16,100,adam,0.115617803,1.034111773,0.987294149,100,,
1155.KL,"20MA, 50MA, 200MA, Upper_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,0.173406702,1.597531931,0.971418429,98.90410959,,
1155.KL,"20MA, 50MA, 200MA, Upper_BB, OBV",32,3,0.2,0.001,16,100,adam,0.460048706,4.994810379,0.798830579,50.2739726,,
1155.KL,"20MA, 50MA, 200MA, Lower_BB, CCI",32,3,0.2,0.001,16,100,adam,0.134864597,1.384329946,0.982711781,99.5890411,,
1155.KL,"20MA, 50MA, 200MA, Lower_BB, ATR",32,3,0.2,0.001,16,100,adam,0.143025921,1.333848499,0.980556079,99.45205479,,
1155.KL,"20MA, 50MA, 200MA, Lower_BB, ROC",32,3,0.2,0.001,16,100,adam,0.266257998,2.469666711,0.932615554,90.68493151,,
1155.KL,"20MA, 50MA, 200MA, Lower_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,0.219256772,1.921429843,0.954305874,95.34246575,,
1155.KL,"20MA, 50MA, 200MA, Lower_BB, OBV",32,3,0.2,0.001,16,100,adam,0.16611186,1.531668429,0.973772577,99.04109589,,
1155.KL,"20MA, 50MA, 200MA, CCI, ATR",32,3,0.2,0.001,16,100,adam,0.153727926,1.377812107,0.977537408,99.04109589,,
1155.KL,"20MA, 50MA, 200MA, CCI, ROC",32,3,0.2,0.001,16,100,adam,0.164886053,1.508506743,0.974158234,99.31506849,,
1155.KL,"20MA, 50MA, 200MA, CCI, Williams_%R",32,3,0.2,0.001,16,100,adam,0.216213293,1.979709826,0.95556562,96.71232877,,
1155.KL,"20MA, 50MA, 200MA, CCI, OBV",32,3,0.2,0.001,16,100,adam,0.223533394,1.985937782,0.952505955,94.38356164,,
1155.KL,"20MA, 50MA, 200MA, ATR, ROC",32,3,0.2,0.001,16,100,adam,0.162479258,1.422774009,0.974907138,99.45205479,,
1155.KL,"20MA, 50MA, 200MA, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,0.182491178,1.852237213,0.968345308,98.35616438,,
1155.KL,"20MA, 50MA, 200MA, ATR, OBV",32,3,0.2,0.001,16,100,adam,0.44868529,4.799673267,0.808645799,57.53424658,,
1155.KL,"20MA, 50MA, 200MA, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,0.308242966,2.463532298,0.909688992,85.75342466,,
