Ticker,Indicators,Filters,Kernel Size,Dropout Rate,Learning Rate,Batch Size,Epochs,Optimizer,RMSE,MAPE,R2,Accuracy,,
5681.KL,"20MA, 50MA, MACD, ATR, OBV",32,3,0.2,0.001,16,100,adam,0.598191162,2.250453911,0.804894343,91.23287671,,
5681.KL,"20MA, 50MA, MACD, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,0.748507872,2.841834316,0.694520113,86.43835616,,
5681.KL,"20MA, 50MA, MACD, ROC, OBV",32,3,0.2,0.001,16,100,adam,0.950076861,3.763840213,0.507838816,72.87671233,,
5681.KL,"20MA, 50MA, MACD, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,0.726061166,2.75342205,0.712567221,87.12328767,,
5681.KL,"20MA, 50MA, Signal_Line, Upper_BB, Lower_BB",32,3,0.2,0.001,16,100,adam,1.117478057,4.581343497,0.319124223,63.15068493,,
5681.KL,"20MA, 50MA, Signal_Line, Upper_BB, CCI",32,3,0.2,0.001,16,100,adam,0.958343635,3.96850245,0.499236805,71.50684932,,
5681.KL,"20MA, 50MA, Signal_Line, Upper_BB, ATR",32,3,0.2,0.001,16,100,adam,0.665314036,2.493865129,0.758652254,90.2739726,,
5681.KL,"20MA, 50MA, Signal_Line, Upper_BB, ROC",32,3,0.2,0.001,16,100,adam,0.741827246,2.815406857,0.699948752,84.52054795,,
5681.KL,"20MA, 50MA, Signal_Line, Upper_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,0.834959435,3.206176627,0.61988008,81.23287671,,
5681.KL,"20MA, 50MA, Signal_Line, Upper_BB, OBV",32,3,0.2,0.001,16,100,adam,0.726092814,2.767185009,0.712542163,84.93150685,,
5681.KL,"20MA, 50MA, Signal_Line, Lower_BB, CCI",32,3,0.2,0.001,16,100,adam,0.918584329,3.767624408,0.539925735,75.47945205,,
5681.KL,"20MA, 50MA, Signal_Line, Lower_BB, ATR",32,3,0.2,0.001,16,100,adam,0.585529586,2.310041773,0.813066316,91.23287671,,
5681.KL,"20MA, 50MA, Signal_Line, Lower_BB, ROC",32,3,0.2,0.001,16,100,adam,0.650019043,2.487066385,0.769621452,87.80821918,,
5681.KL,"20MA, 50MA, Signal_Line, Lower_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,0.536691034,2.034315852,0.842949778,93.01369863,,
5681.KL,"20MA, 50MA, Signal_Line, Lower_BB, OBV",32,3,0.2,0.001,16,100,adam,0.934347255,3.724559379,0.524000491,74.93150685,,
5681.KL,"20MA, 50MA, Signal_Line, CCI, ATR",32,3,0.2,0.001,16,100,adam,0.715874117,2.742425398,0.720576327,84.79452055,,
5681.KL,"20MA, 50MA, Signal_Line, CCI, ROC",32,3,0.2,0.001,16,100,adam,0.662317905,2.653048796,0.760821098,89.04109589,,
5681.KL,"20MA, 50MA, Signal_Line, CCI, Williams_%R",32,3,0.2,0.001,16,100,adam,1.16963038,4.896546766,0.254088751,55.61643836,,
5681.KL,"20MA, 50MA, Signal_Line, CCI, OBV",32,3,0.2,0.001,16,100,adam,0.627988513,2.493599412,0.784972861,86.30136986,,
5681.KL,"20MA, 50MA, Signal_Line, ATR, ROC",32,3,0.2,0.001,16,100,adam,0.680500122,2.658361896,0.747508774,86.98630137,,
5681.KL,"20MA, 50MA, Signal_Line, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,0.776591653,2.937338459,0.671167062,82.05479452,,
5681.KL,"20MA, 50MA, Signal_Line, ATR, OBV",32,3,0.2,0.001,16,100,adam,0.858028214,3.408191847,0.598585539,77.53424658,,
5681.KL,"20MA, 50MA, Signal_Line, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,0.822524757,3.157110762,0.631117686,81.91780822,,
5681.KL,"20MA, 50MA, Signal_Line, ROC, OBV",32,3,0.2,0.001,16,100,adam,1.019761413,4.068013257,0.432994822,70.4109589,,
5681.KL,"20MA, 50MA, Signal_Line, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,0.858834414,3.38967764,0.59783085,77.39726027,,
5681.KL,"20MA, 50MA, Upper_BB, Lower_BB, CCI",32,3,0.2,0.001,16,100,adam,0.589628472,2.293624749,0.81043997,90,,
5681.KL,"20MA, 50MA, Upper_BB, Lower_BB, ATR",32,3,0.2,0.001,16,100,adam,0.65896346,2.446272332,0.763237704,88.08219178,,
5681.KL,"20MA, 50MA, Upper_BB, Lower_BB, ROC",32,3,0.2,0.001,16,100,adam,0.802174616,3.114461165,0.64914497,80.54794521,,
5681.KL,"20MA, 50MA, Upper_BB, Lower_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,0.644560499,2.363807381,0.773474421,89.5890411,,
5681.KL,"20MA, 50MA, Upper_BB, Lower_BB, OBV",32,3,0.2,0.001,16,100,adam,0.540793446,2.131643874,0.840539649,92.46575342,,
5681.KL,"20MA, 50MA, Upper_BB, CCI, ATR",32,3,0.2,0.001,16,100,adam,0.615920526,2.303268041,0.793157761,90.4109589,,
5681.KL,"20MA, 50MA, Upper_BB, CCI, ROC",32,3,0.2,0.001,16,100,adam,0.967202439,4.056219637,0.489936035,70,,
5681.KL,"20MA, 50MA, Upper_BB, CCI, Williams_%R",32,3,0.2,0.001,16,100,adam,0.678551439,2.525968079,0.748952774,87.67123288,,
5681.KL,"20MA, 50MA, Upper_BB, CCI, OBV",32,3,0.2,0.001,16,100,adam,0.560833063,2.175808932,0.828502776,91.50684932,,
5681.KL,"20MA, 50MA, Upper_BB, ATR, ROC",32,3,0.2,0.001,16,100,adam,0.59496647,2.337555806,0.8069922,90.4109589,,
5681.KL,"20MA, 50MA, Upper_BB, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,0.585596197,2.209448528,0.813023782,91.36986301,,
5681.KL,"20MA, 50MA, Upper_BB, ATR, OBV",32,3,0.2,0.001,16,100,adam,0.660869432,2.534932409,0.761866111,87.39726027,,
5681.KL,"20MA, 50MA, Upper_BB, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,0.593259971,2.157442114,0.808097793,92.73972603,,
5681.KL,"20MA, 50MA, Upper_BB, ROC, OBV",32,3,0.2,0.001,16,100,adam,0.771325588,3.020952723,0.675611571,82.19178082,,
5681.KL,"20MA, 50MA, Upper_BB, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,0.767376502,2.903476096,0.678924721,82.60273973,,
5681.KL,"20MA, 50MA, Lower_BB, CCI, ATR",32,3,0.2,0.001,16,100,adam,0.686500406,2.663074828,0.74303648,86.57534247,,
5681.KL,"20MA, 50MA, Lower_BB, CCI, ROC",32,3,0.2,0.001,16,100,adam,0.809183509,3.297399914,0.642987088,82.05479452,,
5681.KL,"20MA, 50MA, Lower_BB, CCI, Williams_%R",32,3,0.2,0.001,16,100,adam,0.722149613,2.806570356,0.715655887,86.71232877,,
5681.KL,"20MA, 50MA, Lower_BB, CCI, OBV",32,3,0.2,0.001,16,100,adam,0.587374469,2.259457054,0.811886481,89.45205479,,
5681.KL,"20MA, 50MA, Lower_BB, ATR, ROC",32,3,0.2,0.001,16,100,adam,0.835772138,3.321709443,0.619139745,77.67123288,,
5681.KL,"20MA, 50MA, Lower_BB, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,0.581202614,2.216640945,0.815818929,91.91780822,,
5681.KL,"20MA, 50MA, Lower_BB, ATR, OBV",32,3,0.2,0.001,16,100,adam,0.669806265,2.4575202,0.75538207,88.21917808,,
5681.KL,"20MA, 50MA, Lower_BB, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,0.708097461,2.58598716,0.726614201,87.39726027,,
5681.KL,"20MA, 50MA, Lower_BB, ROC, OBV",32,3,0.2,0.001,16,100,adam,0.942070813,4.01704337,0.516098494,69.17808219,,
5681.KL,"20MA, 50MA, Lower_BB, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,0.77337666,2.972398006,0.673884081,83.01369863,,
5681.KL,"20MA, 50MA, CCI, ATR, ROC",32,3,0.2,0.001,16,100,adam,0.595868736,2.303642345,0.806406365,90.68493151,,
5681.KL,"20MA, 50MA, CCI, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,0.929188129,3.505255312,0.529242572,77.94520548,,
5681.KL,"20MA, 50MA, CCI, ATR, OBV",32,3,0.2,0.001,16,100,adam,0.892423359,3.525163108,0.565758091,76.02739726,,
5681.KL,"20MA, 50MA, CCI, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,1.05699923,4.325640359,0.390829003,63.42465753,,
5681.KL,"20MA, 50MA, CCI, ROC, OBV",32,3,0.2,0.001,16,100,adam,0.598845521,2.38770075,0.804467259,90.2739726,,
5681.KL,"20MA, 50MA, CCI, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,0.986403092,4.05326228,0.469483707,65.89041096,,
5681.KL,"20MA, 50MA, ATR, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,0.709778826,2.749048612,0.72531436,87.94520548,,
5681.KL,"20MA, 50MA, ATR, ROC, OBV",32,3,0.2,0.001,16,100,adam,0.632727918,2.530145444,0.781715011,90,,
5681.KL,"20MA, 50MA, ATR, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,0.959666575,3.806404836,0.497853299,73.83561644,,
5681.KL,"20MA, 50MA, ROC, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,0.754024345,2.874871468,0.690000772,84.93150685,,
5681.KL,"20MA, 200MA, RSI, MACD, Signal_Line",32,3,0.2,0.001,16,100,adam,0.679019027,2.521422359,0.748606662,87.12328767,,
5681.KL,"20MA, 200MA, RSI, MACD, Upper_BB",32,3,0.2,0.001,16,100,adam,0.757284803,2.840052037,0.687314056,84.65753425,,
5681.KL,"20MA, 200MA, RSI, MACD, Lower_BB",32,3,0.2,0.001,16,100,adam,0.626789738,2.353097522,0.785793013,89.45205479,,
5681.KL,"20MA, 200MA, RSI, MACD, CCI",32,3,0.2,0.001,16,100,adam,0.853075317,3.482106002,0.603206428,78.90410959,,
5681.KL,"20MA, 200MA, RSI, MACD, ATR",32,3,0.2,0.001,16,100,adam,0.86431963,3.509996245,0.592677285,78.21917808,,
5681.KL,"20MA, 200MA, RSI, MACD, ROC",32,3,0.2,0.001,16,100,adam,0.747631597,2.819226507,0.695234942,85.75342466,,
5681.KL,"20MA, 200MA, RSI, MACD, Williams_%R",32,3,0.2,0.001,16,100,adam,0.792530401,3.038900421,0.657530628,83.01369863,,
5681.KL,"20MA, 200MA, RSI, MACD, OBV",32,3,0.2,0.001,16,100,adam,0.686367221,2.576327181,0.743136175,88.76712329,,
5681.KL,"20MA, 200MA, RSI, Signal_Line, Upper_BB",32,3,0.2,0.001,16,100,adam,0.753078135,2.998532723,0.690778307,84.79452055,,
5681.KL,"20MA, 200MA, RSI, Signal_Line, Lower_BB",32,3,0.2,0.001,16,100,adam,0.696087438,2.693532706,0.735809334,87.26027397,,
5681.KL,"20MA, 200MA, RSI, Signal_Line, CCI",32,3,0.2,0.001,16,100,adam,0.869202619,3.398518053,0.588061931,79.5890411,,
5681.KL,"20MA, 200MA, RSI, Signal_Line, ATR",32,3,0.2,0.001,16,100,adam,0.650513267,2.46400571,0.769270995,87.80821918,,
5681.KL,"20MA, 200MA, RSI, Signal_Line, ROC",32,3,0.2,0.001,16,100,adam,0.750998319,2.838639225,0.692483937,85.20547945,,
5681.KL,"20MA, 200MA, RSI, Signal_Line, Williams_%R",32,3,0.2,0.001,16,100,adam,0.665738166,2.536438063,0.758344443,88.21917808,,
