Ticker,Indicators,Filters,Kernel Size,Dropout Rate,Learning Rate,Batch Size,Epochs,Optimizer,RMSE,MAPE,R2,Accuracy,,
6963.KL,"20MA, 50MA, 200MA, RSI, MACD",32,3,0.2,0.001,16,100,adam,0.046035264,3.742891272,0.8725794,71.09589041,,
6963.KL,"20MA, 50MA, 200MA, RSI, Signal_Line",32,3,0.2,0.001,16,100,adam,0.05364599,4.174947251,0.826965421,66.16438356,,
6963.KL,"20MA, 50MA, 200MA, RSI, Upper_BB",32,3,0.2,0.001,16,100,adam,0.051825165,4.250899086,0.838512179,65.75342466,,
6963.KL,"20MA, 50MA, 200MA, RSI, Lower_BB",32,3,0.2,0.001,16,100,adam,0.057829963,4.730428156,0.798922158,60,,
6963.KL,"20MA, 50MA, 200MA, RSI, CCI",32,3,0.2,0.001,16,100,adam,0.051747193,4.384448511,0.838997742,65.34246575,,
6963.KL,"20MA, 50MA, 200MA, RSI, ATR",32,3,0.2,0.001,16,100,adam,0.063687493,5.388139465,0.756125333,53.28767123,,
6963.KL,"20MA, 50MA, 200MA, RSI, ROC",32,3,0.2,0.001,16,100,adam,0.044023112,3.584591347,0.883474797,73.42465753,,
6963.KL,"20MA, 50MA, 200MA, RSI, Williams_%R",32,3,0.2,0.001,16,100,adam,0.054744233,4.601351921,0.819808157,62.87671233,,
6963.KL,"20MA, 50MA, 200MA, RSI, OBV",32,3,0.2,0.001,16,100,adam,0.055587886,4.565893039,0.814211554,61.78082192,,
6963.KL,"20MA, 50MA, 200MA, MACD, Signal_Line",32,3,0.2,0.001,16,100,adam,0.053644555,4.169048077,0.826974674,69.31506849,,
6963.KL,"20MA, 50MA, 200MA, MACD, Upper_BB",32,3,0.2,0.001,16,100,adam,0.043676783,3.358155634,0.88530099,76.43835616,,
6963.KL,"20MA, 50MA, 200MA, MACD, Lower_BB",32,3,0.2,0.001,16,100,adam,0.048743473,3.874822441,0.857146355,71.50684932,,
6963.KL,"20MA, 50MA, 200MA, MACD, CCI",32,3,0.2,0.001,16,100,adam,0.065666929,5.394327721,0.740730282,57.12328767,,
6963.KL,"20MA, 50MA, 200MA, MACD, ATR",32,3,0.2,0.001,16,100,adam,0.055180843,4.572556188,0.81692247,61.23287671,,
6963.KL,"20MA, 50MA, 200MA, MACD, ROC",32,3,0.2,0.001,16,100,adam,0.055989547,4.417542319,0.811516955,68.76712329,,
6963.KL,"20MA, 50MA, 200MA, MACD, Williams_%R",32,3,0.2,0.001,16,100,adam,0.055872988,4.934928125,0.812300905,61.09589041,,
6963.KL,"20MA, 50MA, 200MA, MACD, OBV",32,3,0.2,0.001,16,100,adam,0.063225132,5.398028574,0.759653464,52.87671233,,
6963.KL,"20MA, 50MA, 200MA, Signal_Line, Upper_BB",32,3,0.2,0.001,16,100,adam,0.048594633,3.702424736,0.858017444,72.87671233,,
6963.KL,"20MA, 50MA, 200MA, Signal_Line, Lower_BB",32,3,0.2,0.001,16,100,adam,0.052331117,4.102751768,0.835343684,68.76712329,,
6963.KL,"20MA, 50MA, 200MA, Signal_Line, CCI",32,3,0.2,0.001,16,100,adam,0.047406358,3.797614157,0.864876287,70.82191781,,
6963.KL,"20MA, 50MA, 200MA, Signal_Line, ATR",32,3,0.2,0.001,16,100,adam,0.049901672,4.020475985,0.850276982,68.63013699,,
6963.KL,"20MA, 50MA, 200MA, Signal_Line, ROC",32,3,0.2,0.001,16,100,adam,0.043189113,3.329337743,0.887848018,77.67123288,,
6963.KL,"20MA, 50MA, 200MA, Signal_Line, Williams_%R",32,3,0.2,0.001,16,100,adam,0.051923478,4.421533595,0.837898911,62.46575342,,
6963.KL,"20MA, 50MA, 200MA, Signal_Line, OBV",32,3,0.2,0.001,16,100,adam,0.065224793,5.396504267,0.744209857,55.47945205,,
6963.KL,"20MA, 50MA, 200MA, Upper_BB, Lower_BB",32,3,0.2,0.001,16,100,adam,0.056333371,4.423092251,0.809194949,62.87671233,,
6963.KL,"20MA, 50MA, 200MA, Upper_BB, CCI",32,3,0.2,0.001,16,100,adam,0.052984877,4.224213232,0.831203963,67.53424658,,
6963.KL,"20MA, 50MA, 200MA, Upper_BB, ATR",32,3,0.2,0.001,16,100,adam,0.053389365,4.275083768,0.82861694,66.98630137,,
6963.KL,"20MA, 50MA, 200MA, Upper_BB, ROC",32,3,0.2,0.001,16,100,adam,0.05364349,4.10582026,0.826981544,66.84931507,,
6963.KL,"20MA, 50MA, 200MA, Upper_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,0.055706158,4.81494558,0.813420124,60.4109589,,
6963.KL,"20MA, 50MA, 200MA, Upper_BB, OBV",32,3,0.2,0.001,16,100,adam,0.059527978,4.848106896,0.786940629,58.35616438,,
6963.KL,"20MA, 50MA, 200MA, Lower_BB, CCI",32,3,0.2,0.001,16,100,adam,0.054415216,4.170715198,0.821967582,68.35616438,,
6963.KL,"20MA, 50MA, 200MA, Lower_BB, ATR",32,3,0.2,0.001,16,100,adam,0.062780639,4.99417444,0.763021014,59.7260274,,
6963.KL,"20MA, 50MA, 200MA, Lower_BB, ROC",32,3,0.2,0.001,16,100,adam,0.043924811,3.41602922,0.883994608,77.67123288,,
6963.KL,"20MA, 50MA, 200MA, Lower_BB, Williams_%R",32,3,0.2,0.001,16,100,adam,0.062376269,5.320344387,0.766063942,58.90410959,,
6963.KL,"20MA, 50MA, 200MA, Lower_BB, OBV",32,3,0.2,0.001,16,100,adam,0.047388963,3.810952911,0.864975431,71.64383562,,
6963.KL,"20MA, 50MA, 200MA, CCI, ATR",32,3,0.2,0.001,16,100,adam,0.053590719,4.378566265,0.827321787,63.69863014,,
6963.KL,"20MA, 50MA, 200MA, CCI, ROC",32,3,0.2,0.001,16,100,adam,0.043445593,3.865670982,0.886512026,69.8630137,,
6963.KL,"20MA, 50MA, 200MA, CCI, Williams_%R",32,3,0.2,0.001,16,100,adam,0.059313461,5.121617703,0.788473438,56.84931507,,
6963.KL,"20MA, 50MA, 200MA, CCI, OBV",32,3,0.2,0.001,16,100,adam,0.088248074,8.461357039,0.531759634,26.43835616,,
6963.KL,"20MA, 50MA, 200MA, ATR, ROC",32,3,0.2,0.001,16,100,adam,0.057889686,5.358832278,0.79850663,51.91780822,,
6963.KL,"20MA, 50MA, 200MA, ATR, Williams_%R",32,3,0.2,0.001,16,100,adam,0.070801077,6.183567107,0.698603563,49.7260274,,
6963.KL,"20MA, 50MA, 200MA, ATR, OBV",32,3,0.2,0.001,16,100,adam,0.059955319,5.197586883,0.783870616,55.20547945,,
6963.KL,"20MA, 50MA, 200MA, ROC, Williams_%R",32,3,0.2,0.001,16,100,adam,0.063923582,5.569061501,0.754313897,56.71232877,,
6963.KL,"20MA, 50MA, 200MA, ROC, OBV",32,3,0.2,0.001,16,100,adam,0.080974694,7.586153212,0.605763336,27.53424658,,
6963.KL,"20MA, 50MA, 200MA, Williams_%R, OBV",32,3,0.2,0.001,16,100,adam,0.077569363,7.101426907,0.638224771,38.63013699,,
6963.KL,"20MA, 50MA, RSI, MACD, Signal_Line",32,3,0.2,0.001,16,100,adam,0.052720607,4.28531733,0.832883554,66.16438356,,
6963.KL,"20MA, 50MA, RSI, MACD, Upper_BB",32,3,0.2,0.001,16,100,adam,0.041684261,3.352341118,0.895527354,76.84931507,,
6963.KL,"20MA, 50MA, RSI, MACD, Lower_BB",32,3,0.2,0.001,16,100,adam,0.052501267,4.216234491,0.834271212,66.57534247,,
6963.KL,"20MA, 50MA, RSI, MACD, CCI",32,3,0.2,0.001,16,100,adam,0.049510483,4.267057523,0.852615198,62.60273973,,
6963.KL,"20MA, 50MA, RSI, MACD, ATR",32,3,0.2,0.001,16,100,adam,0.048917613,3.897597027,0.856123822,69.45205479,,
6963.KL,"20MA, 50MA, RSI, MACD, ROC",32,3,0.2,0.001,16,100,adam,0.048419881,4.000007045,0.859036776,68.35616438,,
6963.KL,"20MA, 50MA, RSI, MACD, Williams_%R",32,3,0.2,0.001,16,100,adam,0.055508699,4.689982194,0.814740502,60.95890411,,
6963.KL,"20MA, 50MA, RSI, MACD, OBV",32,3,0.2,0.001,16,100,adam,0.07438867,6.330460739,0.667285314,52.05479452,,
6963.KL,"20MA, 50MA, RSI, Signal_Line, Upper_BB",32,3,0.2,0.001,16,100,adam,0.05370731,4.55613144,0.826569615,62.73972603,,
6963.KL,"20MA, 50MA, RSI, Signal_Line, Lower_BB",32,3,0.2,0.001,16,100,adam,0.053955438,4.562006219,0.824963417,62.60273973,,
6963.KL,"20MA, 50MA, RSI, Signal_Line, CCI",32,3,0.2,0.001,16,100,adam,0.045963696,3.867719646,0.872975275,69.31506849,,
6963.KL,"20MA, 50MA, RSI, Signal_Line, ATR",32,3,0.2,0.001,16,100,adam,0.061441022,5.183602343,0.773026452,55.06849315,,
6963.KL,"20MA, 50MA, RSI, Signal_Line, ROC",32,3,0.2,0.001,16,100,adam,0.053011224,4.529509626,0.831036051,63.42465753,,
6963.KL,"20MA, 50MA, RSI, Signal_Line, Williams_%R",32,3,0.2,0.001,16,100,adam,0.058388466,5.012161633,0.795019519,61.23287671,,
6963.KL,"20MA, 50MA, RSI, Signal_Line, OBV",32,3,0.2,0.001,16,100,adam,0.093381734,8.908368993,0.47569711,26.71232877,,
